检测次数,购买前余额,购买后余额,单价,动作,时间
73,41534619,41518031,535.1,价格过高,2025-10-19 02:06:44
74,41518031,41505693,398.0,购买成功(200x6),2025-10-19 02:06:50
75,41318493,41301815,538.0,价格过高,2025-10-19 02:06:55
76,41301815,41288237,438.0,购买成功(200x6),2025-10-19 02:07:01
77,41011437,40994139,558.0,价格过高,2025-10-19 02:07:05
78,40994139,40977151,548.0,价格过高,2025-10-19 02:07:10
79,40977151,40963573,438.0,购买成功(200x6),2025-10-19 02:07:18
80,40640265,40625757,468.0,价格过高,2025-10-19 02:07:24
81,40625757,40608769,548.0,价格过高,2025-10-19 02:07:28
82,40608769,40594261,468.0,价格过高,2025-10-19 02:07:33
83,40594261,40577273,548.0,价格过高,2025-10-19 02:07:37
84,40577273,40560285,548.0,价格过高,2025-10-19 02:07:42
85,40560285,40543297,548.0,价格过高,2025-10-19 02:07:46
86,40543297,40530029,428.0,购买成功(200x6),2025-10-19 02:07:53
87,40226019,40209031,548.0,价格过高,2025-10-19 02:07:57
88,40209031,40192053,547.7,价格过高,2025-10-19 02:08:02
89,40192053,40178785,428.0,购买成功(200x6),2025-10-19 02:08:08
90,339834427,339817129,558.0,价格过高,2025-10-19 02:08:14
91,339783153,339765855,558.0,价格过高,2025-10-19 02:08:21
92,339765855,339753207,408.0,购买成功(200x6),2025-10-19 02:08:28
93,339450407,339433419,548.0,价格过高,2025-10-19 02:08:32
94,339433419,339416431,548.0,价格过高,2025-10-19 02:08:37
95,339416431,339401303,488.0,价格过高,2025-10-19 02:08:41
96,339401303,339386175,488.0,价格过高,2025-10-19 02:08:46
97,339386175,339369187,548.0,价格过高,2025-10-19 02:08:50
98,339369187,339356539,408.0,购买成功(200x6),2025-10-19 02:08:58
99,339177339,339160661,538.0,价格过高,2025-10-19 02:09:03
100,339160661,339148013,408.0,购买成功(200x6),2025-10-19 02:09:09
101,338845213,338830085,488.0,价格过高,2025-10-19 02:09:13
102,338830085,338813097,548.0,价格过高,2025-10-19 02:09:18
103,338813097,338796419,538.0,价格过高,2025-10-19 02:09:22
104,338796419,338781291,488.0,价格过高,2025-10-19 02:09:27
105,338781291,338764303,548.0,价格过高,2025-10-19 02:09:32
106,338764303,338747315,548.0,价格过高,2025-10-19 02:09:36
107,338712719,338699451,428.0,购买成功(200x6),2025-10-19 02:09:45
108,338426651,338412143,468.0,价格过高,2025-10-19 02:09:50
109,338412143,338395155,548.0,价格过高,2025-10-19 02:09:54
110,338395155,338381887,428.0,购买成功(200x6),2025-10-19 02:10:01
111,338086579,338073311,428.0,购买成功(200x6),2025-10-19 02:10:08
112,37763831,37746843,548.0,价格过高,2025-10-19 02:10:13
113,37746843,37729855,548.0,价格过高,2025-10-19 02:10:17
114,37729855,37716587,428.0,购买成功(200x6),2025-10-19 02:10:24
115,37399787,37383109,538.0,价格过高,2025-10-19 02:10:28
116,37383109,37366121,548.0,价格过高,2025-10-19 02:10:33
117,37366121,37349133,548.0,价格过高,2025-10-19 02:10:37
118,37349133,37332145,548.0,价格过高,2025-10-19 02:10:42
119,37332145,37315157,548.0,价格过高,2025-10-19 02:10:46
120,37315157,37298169,548.0,价格过高,2025-10-19 02:10:51
121,37298169,37283661,468.0,价格过高,2025-10-19 02:10:55
122,37283661,37266673,548.0,价格过高,2025-10-19 02:11:00
123,37266673,37252165,468.0,价格过高,2025-10-19 02:11:05
124,37252165,37237657,468.0,价格过高,2025-10-19 02:11:09
125,37237657,37223149,468.0,价格过高,2025-10-19 02:11:14
126,37223149,37206471,538.0,价格过高,2025-10-19 02:11:18
127,37206471,37191963,468.0,价格过高,2025-10-19 02:11:23
128,37191963,37174975,548.0,价格过高,2025-10-19 02:11:27
129,37174975,37157987,548.0,价格过高,2025-10-19 02:11:33
130,37157987,37143479,468.0,价格过高,2025-10-19 02:11:38
131,37110433,37095615,478.0,价格过高,2025-10-19 02:11:45
132,37095615,37078937,538.0,价格过高,2025-10-19 02:11:50
133,37078937,37064119,478.0,价格过高,2025-10-19 02:11:54
134,37064119,37051471,408.0,购买成功(200x6),2025-10-19 02:12:01
135,336778671,336761993,538.0,价格过高,2025-10-19 02:12:05
136,336761993,336744695,558.0,价格过高,2025-10-19 02:12:10
137,336744695,336727707,548.0,价格过高,2025-10-19 02:12:14
138,336727707,336711029,538.0,价格过高,2025-10-19 02:12:19
139,336711029,336696211,478.0,价格过高,2025-10-19 02:12:23
140,336641279,336624911,528.0,价格过高,2025-10-19 02:12:34
141,36607923,36590625,558.0,价格过高,2025-10-19 02:12:41
142,36590625,36573637,548.0,价格过高,2025-10-19 02:12:46
143,36573637,36557269,528.0,价格过高,2025-10-19 02:12:50
144,36557269,36540281,548.0,价格过高,2025-10-19 02:12:55
145,336492727,336476979,508.0,价格过高,2025-10-19 02:13:04
146,336476979,336461231,508.0,价格过高,2025-10-19 02:13:08
147,336461231,336445483,508.0,价格过高,2025-10-19 02:13:13
148,336445483,336428805,538.0,价格过高,2025-10-19 02:13:18
149,336428805,336411507,558.0,价格过高,2025-10-19 02:13:22
150,336411507,336398239,428.0,购买成功(200x6),2025-10-19 02:13:28
151,336091439,336074291,553.2,价格过高,2025-10-19 02:13:33
152,36000821,35987553,428.0,购买成功(200x6),2025-10-19 02:13:47
153,35664753,35647455,558.0,价格过高,2025-10-19 02:13:51
154,35647455,35630467,548.0,价格过高,2025-10-19 02:13:56
155,35597731,35581983,508.0,价格过高,2025-10-19 02:14:03
156,35581983,35566235,508.0,价格过高,2025-10-19 02:14:08
157,35566235,35549557,538.0,价格过高,2025-10-19 02:14:12
158,35549557,35532569,548.0,价格过高,2025-10-19 02:14:17
159,35532569,35515581,548.0,价格过高,2025-10-19 02:14:21
160,335498903,335485945,418.0,购买成功(200x6),2025-10-19 02:14:29
161,335235145,335218467,538.0,价格过高,2025-10-19 02:14:34
162,335218467,335201479,548.0,价格过高,2025-10-19 02:14:38
163,335201479,335186041,498.0,价格过高,2025-10-19 02:14:43
164,335186041,335169053,548.0,价格过高,2025-10-19 02:14:49
165,335169053,335155785,428.0,购买成功(200x6),2025-10-19 02:14:55
166,334849585,334836317,428.0,购买成功(200x6),2025-10-19 02:15:01
167,34463173,34448045,488.0,价格过高,2025-10-19 02:15:12
168,34448045,34432917,488.0,价格过高,2025-10-19 02:15:16
169,334416239,334399251,548.0,价格过高,2025-10-19 02:15:22
170,334399251,334384123,488.0,价格过高,2025-10-19 02:15:27
171,334384123,334368995,488.0,价格过高,2025-10-19 02:15:31
172,334368995,334352007,548.0,价格过高,2025-10-19 02:15:36
173,334352007,334337189,478.0,价格过高,2025-10-19 02:15:40
174,334337189,334320511,538.0,价格过高,2025-10-19 02:15:45
175,334320511,334305383,488.0,价格过高,2025-10-19 02:15:50
176,334272647,334256899,508.0,价格过高,2025-10-19 02:15:57
177,334256899,334243941,418.0,购买成功(200x6),2025-10-19 02:16:03
178,33935141,33919393,508.0,价格过高,2025-10-19 02:16:08
179,33919393,33903025,528.0,价格过高,2025-10-19 02:16:12
180,33903025,33886037,548.0,价格过高,2025-10-19 02:16:17
181,33886037,33869359,538.0,价格过高,2025-10-19 02:16:21
182,33869359,33852681,538.0,价格过高,2025-10-19 02:16:26
183,33852681,33836933,508.0,价格过高,2025-10-19 02:16:31
184,33836933,33823975,418.0,购买成功(200x6),2025-10-19 02:16:37
185,33529175,33513737,498.0,价格过高,2025-10-19 02:16:41
186,33513737,33500779,418.0,购买成功(200x6),2025-10-19 02:16:48
187,33291579,33275451,520.3,价格过高,2025-10-19 02:16:52
188,33275451,33259083,528.0,价格过高,2025-10-19 02:16:57
189,33259083,33242405,538.0,价格过高,2025-10-19 02:17:01
190,33242405,33226967,498.0,价格过高,2025-10-19 02:17:06
191,33226967,33209979,548.0,价格过高,2025-10-19 02:17:10
192,33209979,33193301,538.0,价格过高,2025-10-19 02:17:16
193,33193301,33176623,538.0,价格过高,2025-10-19 02:17:21
194,33176623,33163665,418.0,购买成功(200x6),2025-10-19 02:17:27
195,33056065,33039387,538.0,价格过高,2025-10-19 02:17:32
196,33039387,33023949,498.0,价格过高,2025-10-19 02:17:36
197,33023949,33008511,498.0,价格过高,2025-10-19 02:17:41
198,332991833,332975155,538.0,价格过高,2025-10-19 02:17:48
199,332975155,332962817,398.0,购买成功(200x6),2025-10-19 02:17:54
200,32677339,32660351,548.0,价格过高,2025-10-19 02:18:00
201,332643363,332626685,538.0,价格过高,2025-10-19 02:18:07
202,332626685,332611247,498.0,价格过高,2025-10-19 02:18:11
203,332611247,332598909,398.0,购买成功(200x6),2025-10-19 02:18:17
204,332360109,332347771,398.0,购买成功(200x6),2025-10-19 02:18:24
205,32058101,32045763,398.0,购买成功(200x6),2025-10-19 02:18:30
206,31806963,31790285,538.0,价格过高,2025-10-19 02:18:34
207,31790285,31773297,548.0,价格过高,2025-10-19 02:18:39
208,31773297,31756619,538.0,价格过高,2025-10-19 02:18:43
209,31756619,31739941,538.0,价格过高,2025-10-19 02:18:48
210,31739941,31724503,498.0,价格过高,2025-10-19 02:18:52
211,31724503,31709995,468.0,价格过高,2025-10-19 02:18:57
212,31709995,31693007,548.0,价格过高,2025-10-19 02:19:02
213,31693007,31676019,548.0,价格过高,2025-10-19 02:19:06
214,31676019,31661511,468.0,价格过高,2025-10-19 02:19:11
215,31661511,31648863,408.0,购买成功(200x6),2025-10-19 02:19:17
216,31485663,31471155,468.0,价格过高,2025-10-19 02:19:21
217,31471155,31454167,548.0,价格过高,2025-10-19 02:19:26
218,31454167,31439659,468.0,价格过高,2025-10-19 02:19:30
219,31439659,31422671,548.0,价格过高,2025-10-19 02:19:35
220,31422671,31406303,528.0,价格过高,2025-10-19 02:19:40
221,31406303,31391175,488.0,价格过高,2025-10-19 02:19:44
222,31391175,31374497,538.0,价格过高,2025-10-19 02:19:49
223,31374497,31357509,548.0,价格过高,2025-10-19 02:19:53
224,31357509,31342381,488.0,价格过高,2025-10-19 02:19:58
225,31342381,31327253,488.0,价格过高,2025-10-19 02:20:02
226,31327253,31310575,538.0,价格过高,2025-10-19 02:20:07
227,31310575,31296997,438.0,购买成功(200x6),2025-10-19 02:20:13
228,330953853,330936865,548.0,价格过高,2025-10-19 02:20:22
229,330936865,330923287,438.0,购买成功(200x6),2025-10-19 02:20:28
230,30660487,30643809,538.0,价格过高,2025-10-19 02:20:33
231,30643809,30630231,438.0,购买成功(200x6),2025-10-19 02:20:39
232,30357431,30340443,548.0,价格过高,2025-10-19 02:20:44
233,30340443,30326865,438.0,购买成功(200x6),2025-10-19 02:20:50
234,30044065,30030487,438.0,购买成功(200x6),2025-10-19 02:20:56
235,29767687,29750699,548.0,价格过高,2025-10-19 02:21:01
236,29750699,29733711,548.0,价格过高,2025-10-19 02:21:05
237,29733711,29716723,548.0,价格过高,2025-10-19 02:21:10
238,29716723,29703145,438.0,购买成功(200x6),2025-10-19 02:21:16
239,29398405,29384827,438.0,购买成功(200x6),2025-10-19 02:21:22
240,29122027,29105349,538.0,价格过高,2025-10-19 02:21:27
241,29105349,29088361,548.0,价格过高,2025-10-19 02:21:31
242,29088361,29075093,428.0,购买成功(200x6),2025-10-19 02:21:37
243,28816293,28799615,538.0,价格过高,2025-10-19 02:21:42
244,28799615,28782937,538.0,价格过高,2025-10-19 02:21:47
245,28782937,28765949,548.0,价格过高,2025-10-19 02:21:51
246,28765949,28749271,538.0,价格过高,2025-10-19 02:21:56
247,28749271,28732283,548.0,价格过高,2025-10-19 02:22:00
248,28732283,28717775,468.0,价格过高,2025-10-19 02:22:05
249,28717775,28700787,548.0,价格过高,2025-10-19 02:22:09
250,28700787,28683799,548.0,价格过高,2025-10-19 02:22:14
251,28683799,28669291,468.0,价格过高,2025-10-19 02:22:18
252,28669291,28652613,538.0,价格过高,2025-10-19 02:22:23
253,28652613,28635625,548.0,价格过高,2025-10-19 02:22:27
254,28635625,28618947,538.0,价格过高,2025-10-19 02:22:32
255,28618947,28602889,518.0,价格过高,2025-10-19 02:22:36
256,28602889,28588381,468.0,价格过高,2025-10-19 02:22:41
257,28588381,28572013,528.0,价格过高,2025-10-19 02:22:45
258,28572013,28557505,468.0,价格过高,2025-10-19 02:22:50
259,28557505,28544237,428.0,购买成功(200x6),2025-10-19 02:22:56
260,28238337,28221659,538.0,价格过高,2025-10-19 02:23:01
261,28221659,28207151,468.0,价格过高,2025-10-19 02:23:07
262,28207151,28192953,458.0,价格过高,2025-10-19 02:23:11
263,28192953,28179685,428.0,购买成功(200x6),2025-10-19 02:23:18
264,27912885,27896207,538.0,价格过高,2025-10-19 02:23:22
265,27896207,27883249,418.0,购买成功(200x6),2025-10-19 02:23:28
266,27692049,27679091,418.0,购买成功(200x6),2025-10-19 02:23:35
267,27367621,27354353,428.0,购买成功(200x6),2025-10-19 02:23:41
268,27079553,27066475,421.9,购买成功(200x6),2025-10-19 02:23:47
269,26753675,26736997,538.0,价格过高,2025-10-19 02:23:52
270,26736997,26720009,548.0,价格过高,2025-10-19 02:23:56
271,26720009,26703021,548.0,价格过高,2025-10-19 02:24:01
272,26703021,26686033,548.0,价格过高,2025-10-19 02:24:05
273,26686033,26669045,548.0,价格过高,2025-10-19 02:24:10
274,26669045,26652367,538.0,价格过高,2025-10-19 02:24:14
275,26652367,26636619,508.0,价格过高,2025-10-19 02:24:20
276,26636619,26619941,538.0,价格过高,2025-10-19 02:24:25
277,26619941,26605433,468.0,价格过高,2025-10-19 02:24:29
278,26605433,26588755,538.0,价格过高,2025-10-19 02:24:34
279,26588755,26571767,548.0,价格过高,2025-10-19 02:24:38
280,26571767,26554779,548.0,价格过高,2025-10-19 02:24:43
281,26554779,26538101,538.0,价格过高,2025-10-19 02:24:48
282,26538101,26521113,548.0,价格过高,2025-10-19 02:24:52
283,26521113,26504435,538.0,价格过高,2025-10-19 02:24:57
284,26504435,26487447,548.0,价格过高,2025-10-19 02:25:01
285,26487447,26472939,468.0,价格过高,2025-10-19 02:25:06
286,26472939,26458431,468.0,价格过高,2025-10-19 02:25:10
287,26458431,26441443,548.0,价格过高,2025-10-19 02:25:15
288,26441443,26424455,548.0,价格过高,2025-10-19 02:25:19
289,26424455,26408397,518.0,价格过高,2025-10-19 02:25:24
290,26408397,26391719,538.0,价格过高,2025-10-19 02:25:28
291,26391719,26374731,548.0,价格过高,2025-10-19 02:25:33
292,26374731,26358053,538.0,价格过高,2025-10-19 02:25:37
293,26358053,26341065,548.0,价格过高,2025-10-19 02:25:42
294,26341065,26324387,538.0,价格过高,2025-10-19 02:25:47
295,26324387,26307709,538.0,价格过高,2025-10-19 02:25:51
296,26307709,26291341,528.0,价格过高,2025-10-19 02:25:56
297,26291341,26277763,438.0,购买成功(200x6),2025-10-19 02:26:02
298,25995383,25978395,548.0,价格过高,2025-10-19 02:26:08
299,25978395,25963267,488.0,价格过高,2025-10-19 02:26:12
300,25963267,25946279,548.0,价格过高,2025-10-19 02:26:17
301,25946279,25929601,538.0,价格过高,2025-10-19 02:26:23
302,25929601,25912923,538.0,价格过高,2025-10-19 02:26:28
303,25912923,25895935,548.0,价格过高,2025-10-19 02:26:32
304,25895935,25880807,488.0,价格过高,2025-10-19 02:26:37
305,25880807,25868469,398.0,购买成功(200x6),2025-10-19 02:26:44
306,25553289,25536611,538.0,价格过高,2025-10-19 02:26:49
307,25536611,25521483,488.0,价格过高,2025-10-19 02:26:53
308,25521483,25504805,538.0,价格过高,2025-10-19 02:26:58
309,25504805,25489677,488.0,价格过高,2025-10-19 02:27:02
310,25489677,25477339,398.0,购买成功(200x6),2025-10-19 02:27:09
311,25369739,25353061,538.0,价格过高,2025-10-19 02:27:13
312,25353061,25336383,538.0,价格过高,2025-10-19 02:27:18
313,25336383,25321255,488.0,价格过高,2025-10-19 02:27:22
314,25321255,25304577,538.0,价格过高,2025-10-19 02:27:28
315,25304577,25288829,508.0,价格过高,2025-10-19 02:27:33
316,25288829,25276491,398.0,购买成功(200x6),2025-10-19 02:27:39
317,24971691,24959353,398.0,购买成功(200x6),2025-10-19 02:27:45
318,24636553,24619565,548.0,价格过高,2025-10-19 02:27:50
319,24619565,24603777,509.3,价格过高,2025-10-19 02:27:54
320,24603777,24591439,398.0,购买成功(200x6),2025-10-19 02:28:01
321,24294639,24279821,478.0,价格过高,2025-10-19 02:28:05
322,24279821,24265003,478.0,价格过高,2025-10-19 02:28:10
323,24265003,24248945,518.0,价格过高,2025-10-19 02:28:14
324,24248945,24232267,538.0,价格过高,2025-10-19 02:28:19
325,24232267,24216829,498.0,价格过高,2025-10-19 02:28:23
326,24216829,24200151,538.0,价格过高,2025-10-19 02:28:28
327,24200151,24185333,478.0,价格过高,2025-10-19 02:28:32
328,24185333,24170515,478.0,价格过高,2025-10-19 02:28:37
329,24170515,24154147,528.0,价格过高,2025-10-19 02:28:41
330,24154147,24137469,538.0,价格过高,2025-10-19 02:28:48
331,24137469,24121101,528.0,价格过高,2025-10-19 02:28:52
332,24121101,24105353,508.0,价格过高,2025-10-19 02:28:57
333,24105353,24088675,538.0,价格过高,2025-10-19 02:29:01
334,24088675,24071997,538.0,价格过高,2025-10-19 02:29:06
335,24071997,24055319,538.0,价格过高,2025-10-19 02:29:10
336,24055319,24038641,538.0,价格过高,2025-10-19 02:29:16
337,24038641,24025683,418.0,购买成功(200x6),2025-10-19 02:29:22
338,23858483,23845525,418.0,购买成功(200x6),2025-10-19 02:29:29
339,23546725,23533767,418.0,购买成功(200x6),2025-10-19 02:29:35
340,23448167,23431489,538.0,价格过高,2025-10-19 02:29:41
341,23431489,23418221,428.0,购买成功(200x6),2025-10-19 02:29:47
342,23139421,23123673,508.0,价格过高,2025-10-19 02:29:52
343,23123673,23106995,538.0,价格过高,2025-10-19 02:29:56
344,23106995,23090007,548.0,价格过高,2025-10-19 02:30:01
345,23090007,23076739,428.0,购买成功(200x6),2025-10-19 02:30:07
346,22859759,22846491,428.0,购买成功(200x6),2025-10-19 02:30:13
347,22531691,22516253,498.0,价格过高,2025-10-19 02:30:18
348,22516253,22499265,548.0,价格过高,2025-10-19 02:30:24
349,22499265,22486307,418.0,购买成功(200x6),2025-10-19 02:30:30
350,22207507,22190519,548.0,价格过高,2025-10-19 02:30:35
351,22190519,22173531,548.0,价格过高,2025-10-19 02:30:39
352,22173531,22156543,548.0,价格过高,2025-10-19 02:30:44
353,22156543,22140175,528.0,价格过高,2025-10-19 02:30:48
354,22140175,22123187,548.0,价格过高,2025-10-19 02:30:53
355,22123187,22110229,418.0,购买成功(200x6),2025-10-19 02:30:59
356,21893029,21876661,528.0,价格过高,2025-10-19 02:31:04
357,21876661,21861533,488.0,价格过高,2025-10-19 02:31:08
358,21861533,21846095,498.0,价格过高,2025-10-19 02:31:13
359,21846095,21829107,548.0,价格过高,2025-10-19 02:31:17
360,21829107,21812119,548.0,价格过高,2025-10-19 02:31:23
361,21812119,21795131,548.0,价格过高,2025-10-19 02:31:28
362,21795131,21780003,488.0,价格过高,2025-10-19 02:31:32
363,21780003,21764875,488.0,价格过高,2025-10-19 02:31:37
364,21764875,21749747,488.0,价格过高,2025-10-19 02:31:41
365,21749747,21734619,488.0,价格过高,2025-10-19 02:31:46
366,21734619,21717941,538.0,价格过高,2025-10-19 02:31:50
367,21717941,21703433,468.0,价格过高,2025-10-19 02:31:55
368,21703433,21686445,548.0,价格过高,2025-10-19 02:31:59
369,21686445,21669457,548.0,价格过高,2025-10-19 02:32:04
370,21669457,21656809,408.0,购买成功(200x6),2025-10-19 02:32:10
371,21371129,21356621,468.0,价格过高,2025-10-19 02:32:15
372,21356621,21339943,538.0,价格过高,2025-10-19 02:32:19
373,21339943,21327295,408.0,购买成功(200x6),2025-10-19 02:32:26
374,21138095,21121107,548.0,价格过高,2025-10-19 02:32:30
375,21121107,21108459,408.0,购买成功(200x6),2025-10-19 02:32:36
376,20839659,20822981,538.0,价格过高,2025-10-19 02:32:41
377,20822981,20808473,468.0,价格过高,2025-10-19 02:32:45
378,20808473,20795825,408.0,购买成功(200x6),2025-10-19 02:32:52
379,20551025,20534037,548.0,价格过高,2025-10-19 02:32:56
380,20534037,20517359,538.0,价格过高,2025-10-19 02:33:01
381,20517359,20503781,438.0,购买成功(200x6),2025-10-19 02:33:07
382,20240981,20224303,538.0,价格过高,2025-10-19 02:33:12
383,20224303,20208865,498.0,价格过高,2025-10-19 02:33:16
384,20208865,20195287,438.0,购买成功(200x6),2025-10-19 02:33:22
385,19894487,19877809,538.0,价格过高,2025-10-19 02:33:27
386,19877809,19862371,498.0,价格过高,2025-10-19 02:33:31
387,19862371,19845383,548.0,价格过高,2025-10-19 02:33:36
388,19845383,19829945,498.0,价格过高,2025-10-19 02:33:42
389,19829945,19814507,498.0,价格过高,2025-10-19 02:33:47
390,19814507,19801239,428.0,购买成功(200x6),2025-10-19 02:33:53
391,19502439,19487001,498.0,价格过高,2025-10-19 02:33:57
392,19487001,19471253,508.0,价格过高,2025-10-19 02:34:02
393,19471253,19457675,438.0,购买成功(200x6),2025-10-19 02:34:08
394,19148875,19135607,428.0,购买成功(200x6),2025-10-19 02:34:14
395,18878807,18866159,408.0,购买成功(200x6),2025-10-19 02:34:21
396,18601209,18588561,408.0,购买成功(200x6),2025-10-19 02:34:27
397,18421361,18404993,528.0,价格过高,2025-10-19 02:34:31
398,18404993,18389245,508.0,价格过高,2025-10-19 02:34:36
399,18389245,18376597,408.0,购买成功(200x6),2025-10-19 02:34:42
400,18186347,18169359,548.0,价格过高,2025-10-19 02:34:47
401,18169359,18152371,548.0,价格过高,2025-10-19 02:34:51
402,18152371,18135693,538.0,价格过高,2025-10-19 02:34:56
403,18135693,18119325,528.0,价格过高,2025-10-19 02:35:00
404,18119325,18102337,548.0,价格过高,2025-10-19 02:35:05
405,18102337,18085659,538.0,价格过高,2025-10-19 02:35:09
406,18085659,18068671,548.0,价格过高,2025-10-19 02:35:14
407,18068671,18051993,538.0,价格过高,2025-10-19 02:35:18
408,18051993,18035005,548.0,价格过高,2025-10-19 02:35:23
409,18035005,18019257,508.0,价格过高,2025-10-19 02:35:28
410,18019257,18002269,548.0,价格过高,2025-10-19 02:35:34
411,18002269,17989931,398.0,购买成功(200x6),2025-10-19 02:35:40
412,17804731,17787743,548.0,价格过高,2025-10-19 02:35:44
413,17787743,17771065,538.0,价格过高,2025-10-19 02:35:49
414,17771065,17755317,508.0,价格过高,2025-10-19 02:35:53
415,17755317,17739569,508.0,价格过高,2025-10-19 02:35:58
416,17739569,17722581,548.0,价格过高,2025-10-19 02:36:02
417,17722581,17705903,538.0,价格过高,2025-10-19 02:36:07
418,17705903,17690155,508.0,价格过高,2025-10-19 02:36:11
419,17690155,17673477,538.0,价格过高,2025-10-19 02:36:16
420,17673477,17656799,538.0,价格过高,2025-10-19 02:36:21
421,17656799,17639811,548.0,价格过高,2025-10-19 02:36:25
422,17639811,17623443,528.0,价格过高,2025-10-19 02:36:30
423,17623443,17606455,548.0,价格过高,2025-10-19 02:36:34
424,17606455,17594117,398.0,购买成功(200x6),2025-10-19 02:36:40
425,17339317,17324499,478.0,价格过高,2025-10-19 02:36:45
