检测次数,购买前余额,购买后余额,单价,动作,时间
49,58803487,58786499,548.0,价格过高,2025-10-25 03:04:51
50,58786499,58773231,428.0,购买成功(200x6),2025-10-25 03:04:59
51,58383981,58366993,548.0,价格过高,2025-10-25 03:05:04
52,58366993,58351245,508.0,价格过高,2025-10-25 03:05:09
53,58351245,58335497,508.0,价格过高,2025-10-25 03:05:14
54,58335497,58318509,548.0,价格过高,2025-10-25 03:05:20
55,58318509,58304931,438.0,价格过高,2025-10-25 03:05:25
56,58304931,58287943,548.0,价格过高,2025-10-25 03:05:30
57,58287943,58272195,508.0,价格过高,2025-10-25 03:05:35
58,58272195,58256447,508.0,价格过高,2025-10-25 03:05:41
59,58256447,58240699,508.0,价格过高,2025-10-25 03:05:46
60,58240699,58224951,508.0,价格过高,2025-10-25 03:05:51
61,58224951,58208893,518.0,价格过高,2025-10-25 03:05:56
62,58208893,58192215,538.0,价格过高,2025-10-25 03:06:02
63,58192215,58175537,538.0,价格过高,2025-10-25 03:06:07
64,58175537,58160099,498.0,价格过高,2025-10-25 03:06:12
65,58160099,58144041,518.0,价格过高,2025-10-25 03:06:17
66,58144041,58127983,518.0,价格过高,2025-10-25 03:06:22
67,58127983,58111305,538.0,价格过高,2025-10-25 03:06:28
68,58111305,58098037,428.0,购买成功(200x6),2025-10-25 03:06:36
69,57749637,57733579,518.0,价格过高,2025-10-25 03:06:41
70,57733579,57721241,398.0,购买成功(200x6),2025-10-25 03:06:49
71,57370841,57355403,498.0,价格过高,2025-10-25 03:06:54
72,57355403,57343065,398.0,购买成功(200x6),2025-10-25 03:07:02
73,57012665,57000327,398.0,购买成功(200x6),2025-10-25 03:07:10
74,56680527,56667259,428.0,购买成功(200x6),2025-10-25 03:07:18
75,56300859,56285111,508.0,价格过高,2025-10-25 03:07:24
76,56285111,56269363,508.0,价格过高,2025-10-25 03:07:29
77,56269363,56253615,508.0,价格过高,2025-10-25 03:07:34
78,56253615,56236937,538.0,价格过高,2025-10-25 03:07:39
79,56236937,56221189,508.0,价格过高,2025-10-25 03:07:45
80,56221189,56204511,538.0,价格过高,2025-10-25 03:07:50
81,56204511,56188763,508.0,价格过高,2025-10-25 03:07:55
82,56188763,56173015,508.0,价格过高,2025-10-25 03:08:00
83,56173015,56157267,508.0,价格过高,2025-10-25 03:08:05
84,56157267,56140589,538.0,价格过高,2025-10-25 03:08:11
85,56140589,56124841,508.0,价格过高,2025-10-25 03:08:16
86,56124841,56108163,538.0,价格过高,2025-10-25 03:08:21
87,56108163,56092725,498.0,价格过高,2025-10-25 03:08:26
88,56092725,56079457,428.0,购买成功(200x6),2025-10-25 03:08:34
89,55689057,55673309,508.0,价格过高,2025-10-25 03:08:40
90,55673309,55657561,508.0,价格过高,2025-10-25 03:08:45
91,55657561,55644293,428.0,购买成功(200x6),2025-10-25 03:08:53
92,55285893,55270145,508.0,价格过高,2025-10-25 03:08:58
93,55270145,55253707,530.3,价格过高,2025-10-25 03:09:03
94,55253707,55238889,478.0,价格过高,2025-10-25 03:09:08
95,55238889,55224071,478.0,价格过高,2025-10-25 03:09:14
96,55224071,55210803,428.0,购买成功(200x6),2025-10-25 03:09:22
97,54930003,54913325,538.0,价格过高,2025-10-25 03:09:27
98,54913325,54899747,438.0,价格过高,2025-10-25 03:09:32
99,54899747,54884929,478.0,价格过高,2025-10-25 03:09:38
100,54884929,54870111,478.0,价格过高,2025-10-25 03:09:43
101,54870111,54856533,438.0,价格过高,2025-10-25 03:09:48
102,54856533,54840165,528.0,价格过高,2025-10-25 03:09:53
103,54840165,54823487,538.0,价格过高,2025-10-25 03:09:58
104,54823487,54810529,418.0,购买成功(200x6),2025-10-25 03:10:06
105,54448129,54432691,498.0,价格过高,2025-10-25 03:10:12
106,54432691,54416013,538.0,价格过高,2025-10-25 03:10:19
107,54416013,54403055,418.0,购买成功(200x6),2025-10-25 03:10:27
108,54004955,53991997,418.0,购买成功(200x6),2025-10-25 03:10:37
109,53603597,53590639,418.0,购买成功(200x6),2025-10-25 03:10:45
110,53174239,53161281,418.0,购买成功(200x6),2025-10-25 03:10:53
111,52754881,52741923,418.0,购买成功(200x6),2025-10-25 03:11:01
112,52371523,52355775,508.0,价格过高,2025-10-25 03:11:07
113,52355775,52342817,418.0,购买成功(200x6),2025-10-25 03:11:15
114,51932417,51919459,418.0,购买成功(200x6),2025-10-25 03:11:23
115,51647269,51631521,508.0,价格过高,2025-10-25 03:11:28
116,51631521,51615773,508.0,价格过高,2025-10-25 03:11:33
117,51615773,51599405,528.0,价格过高,2025-10-25 03:11:38
118,51599405,51582727,538.0,价格过高,2025-10-25 03:11:43
119,51582727,51566049,538.0,价格过高,2025-10-25 03:11:49
120,51566049,51552471,438.0,价格过高,2025-10-25 03:11:54
121,51552471,51535793,538.0,价格过高,2025-10-25 03:11:59
122,51535793,51522215,438.0,价格过高,2025-10-25 03:12:04
123,51522215,51505537,538.0,价格过高,2025-10-25 03:12:10
124,51505537,51491959,438.0,价格过高,2025-10-25 03:12:15
125,51491959,51475281,538.0,价格过高,2025-10-25 03:12:20
126,51475281,51461703,438.0,价格过高,2025-10-25 03:12:25
127,51461703,51445025,538.0,价格过高,2025-10-25 03:12:30
128,51445025,51430207,478.0,价格过高,2025-10-25 03:12:36
129,51430207,51415389,478.0,价格过高,2025-10-25 03:12:41
130,51415389,51399331,518.0,价格过高,2025-10-25 03:12:46
131,51399331,51384513,478.0,价格过高,2025-10-25 03:12:51
132,51384513,51369695,478.0,价格过高,2025-10-25 03:12:57
133,51369695,51353947,508.0,价格过高,2025-10-25 03:13:02
134,51353947,51338199,508.0,价格过高,2025-10-25 03:13:07
135,51338199,51322451,508.0,价格过高,2025-10-25 03:13:12
136,51322451,51306703,508.0,价格过高,2025-10-25 03:13:17
137,51306703,51290955,508.0,价格过高,2025-10-25 03:13:23
138,51290955,51277687,428.0,购买成功(200x6),2025-10-25 03:13:31
139,50914777,50901509,428.0,购买成功(200x6),2025-10-25 03:13:39
140,50593409,50577661,508.0,价格过高,2025-10-25 03:13:44
141,50577661,50560983,538.0,价格过高,2025-10-25 03:13:49
142,50560983,50544305,538.0,价格过高,2025-10-25 03:13:54
143,50544305,50527627,538.0,价格过高,2025-10-25 03:14:00
144,50527627,50510949,538.0,价格过高,2025-10-25 03:14:05
145,50510949,50495821,488.0,价格过高,2025-10-25 03:14:10
146,50495821,50479453,528.0,价格过高,2025-10-25 03:14:15
147,50479453,50462775,538.0,价格过高,2025-10-25 03:14:21
148,50462775,50450437,398.0,购买成功(200x6),2025-10-25 03:14:29
149,50076037,50060909,488.0,价格过高,2025-10-25 03:14:34
150,50060909,50045781,488.0,价格过高,2025-10-25 03:14:39
151,50045781,50030653,488.0,价格过高,2025-10-25 03:14:44
152,50030653,50013665,548.0,价格过高,2025-10-25 03:14:50
153,50013665,49996987,538.0,价格过高,2025-10-25 03:14:55
154,49996987,49980309,538.0,价格过高,2025-10-25 03:15:00
155,49980309,49963631,538.0,价格过高,2025-10-25 03:15:05
156,49963631,49946643,548.0,价格过高,2025-10-25 03:15:10
157,49946643,49931515,488.0,价格过高,2025-10-25 03:15:16
158,49931515,49915147,528.0,价格过高,2025-10-25 03:15:23
159,49915147,49898159,548.0,价格过高,2025-10-25 03:15:28
160,49898159,49881481,538.0,价格过高,2025-10-25 03:15:33
161,49881481,49866353,488.0,价格过高,2025-10-25 03:15:39
162,49866353,49849365,548.0,价格过高,2025-10-25 03:15:44
163,49849365,49834237,488.0,价格过高,2025-10-25 03:15:49
164,49834237,49820659,438.0,价格过高,2025-10-25 03:15:54
165,49820659,49807081,438.0,价格过高,2025-10-25 03:16:00
166,49807081,49793503,438.0,价格过高,2025-10-25 03:16:07
167,49793503,49779925,438.0,价格过高,2025-10-25 03:16:12
168,49779925,49763247,538.0,价格过高,2025-10-25 03:16:17
169,49763247,49746259,548.0,价格过高,2025-10-25 03:16:22
170,49746259,49729581,538.0,价格过高,2025-10-25 03:16:28
171,49729581,49716313,428.0,购买成功(200x6),2025-10-25 03:16:36
172,49319253,49304125,488.0,价格过高,2025-10-25 03:16:41
173,49304125,49288687,498.0,价格过高,2025-10-25 03:16:46
174,49288687,49275419,428.0,购买成功(200x6),2025-10-25 03:16:54
175,48887019,48870341,538.0,价格过高,2025-10-25 03:16:59
176,48870341,48855213,488.0,价格过高,2025-10-25 03:17:05
177,48855213,48838535,538.0,价格过高,2025-10-25 03:17:10
178,48838535,48823097,498.0,价格过高,2025-10-25 03:17:15
179,48823097,48807659,498.0,价格过高,2025-10-25 03:17:20
180,48807659,48795321,398.0,购买成功(200x6),2025-10-25 03:17:28
181,48420921,48408583,398.0,购买成功(200x6),2025-10-25 03:17:37
182,48032183,48019845,398.0,购买成功(200x6),2025-10-25 03:17:45
183,47611445,47599107,398.0,购买成功(200x6),2025-10-25 03:17:53
184,47280707,47264029,538.0,价格过高,2025-10-25 03:17:58
185,47264029,47247351,538.0,价格过高,2025-10-25 03:18:03
186,47247351,47234393,418.0,购买成功(200x6),2025-10-25 03:18:11
187,46847993,46835035,418.0,购买成功(200x6),2025-10-25 03:18:19
188,46454285,46437917,528.0,价格过高,2025-10-25 03:18:25
189,46437917,46424959,418.0,购买成功(200x6),2025-10-25 03:18:33
190,46022559,46005571,548.0,价格过高,2025-10-25 03:18:38
191,46005571,45990443,488.0,价格过高,2025-10-25 03:18:43
192,45990443,45975315,488.0,价格过高,2025-10-25 03:18:48
193,45975315,45958327,548.0,价格过高,2025-10-25 03:18:53
194,45958327,45941649,538.0,价格过高,2025-10-25 03:18:59
195,45941649,45929311,398.0,购买成功(200x6),2025-10-25 03:19:07
196,45552911,45537783,488.0,价格过高,2025-10-25 03:19:12
197,45537783,45525445,398.0,购买成功(200x6),2025-10-25 03:19:20
198,45134565,45122227,398.0,购买成功(200x6),2025-10-25 03:19:28
199,44803827,44787149,538.0,价格过高,2025-10-25 03:19:33
200,44787149,44772021,488.0,价格过高,2025-10-25 03:19:38
201,44772021,44756893,488.0,价格过高,2025-10-25 03:19:44
202,44756893,44743625,428.0,购买成功(200x6),2025-10-25 03:19:52
203,44334395,44317407,548.0,价格过高,2025-10-25 03:19:57
204,44317407,44302279,488.0,价格过高,2025-10-25 03:20:02
205,44302279,44286531,508.0,价格过高,2025-10-25 03:20:07
206,44286531,44271403,488.0,价格过高,2025-10-25 03:20:13
207,44239597,44226329,428.0,购买成功(200x6),2025-10-25 03:20:25
208,43946119,43933781,398.0,购买成功(200x6),2025-10-25 03:20:33
209,43531381,43514393,548.0,价格过高,2025-10-25 03:20:38
210,43514393,43501435,418.0,购买成功(200x6),2025-10-25 03:20:46
211,43137035,43120357,538.0,价格过高,2025-10-25 03:20:51
212,43120357,43105229,488.0,价格过高,2025-10-25 03:20:56
213,43105229,43092891,398.0,购买成功(200x6),2025-10-25 03:21:04
214,42780091,42763103,548.0,价格过高,2025-10-25 03:21:10
215,42763103,42746735,528.0,价格过高,2025-10-25 03:21:15
216,42746735,42729747,548.0,价格过高,2025-10-25 03:21:20
217,42729747,42713999,508.0,价格过高,2025-10-25 03:21:25
218,42713999,42698871,488.0,价格过高,2025-10-25 03:21:33
219,42698871,42683123,508.0,价格过高,2025-10-25 03:21:38
220,42683123,42667375,508.0,价格过高,2025-10-25 03:21:43
221,42667375,42650697,538.0,价格过高,2025-10-25 03:21:48
222,42650697,42634019,538.0,价格过高,2025-10-25 03:21:53
223,42634019,42620441,438.0,价格过高,2025-10-25 03:21:59
224,42620441,42605313,488.0,价格过高,2025-10-25 03:22:04
225,42605313,42590185,488.0,价格过高,2025-10-25 03:22:09
226,42590185,42575057,488.0,价格过高,2025-10-25 03:22:14
227,42575057,42559929,488.0,价格过高,2025-10-25 03:22:20
228,42559929,42542941,548.0,价格过高,2025-10-25 03:22:25
229,42542941,42526263,538.0,价格过高,2025-10-25 03:22:30
230,42526263,42512685,438.0,价格过高,2025-10-25 03:22:35
231,42512685,42496217,531.2,价格过高,2025-10-25 03:22:40
232,42496217,42482639,438.0,价格过高,2025-10-25 03:22:46
233,42482639,42466271,528.0,价格过高,2025-10-25 03:22:51
234,42466271,42449593,538.0,价格过高,2025-10-25 03:22:56
235,42449593,42432605,548.0,价格过高,2025-10-25 03:23:01
236,42432605,42417477,488.0,价格过高,2025-10-25 03:23:07
237,42417477,42402349,488.0,价格过高,2025-10-25 03:23:12
238,42402349,42387221,488.0,价格过高,2025-10-25 03:23:17
239,42387221,42372093,488.0,价格过高,2025-10-25 03:23:22
240,42372093,42359135,418.0,购买成功(200x6),2025-10-25 03:23:30
241,41949735,41934607,488.0,价格过高,2025-10-25 03:23:35
242,41934607,41921649,418.0,购买成功(200x6),2025-10-25 03:23:43
243,41634829,41619701,488.0,价格过高,2025-10-25 03:23:49
244,41619701,41602713,548.0,价格过高,2025-10-25 03:23:54
245,41602713,41586675,517.4,价格过高,2025-10-25 03:23:59
246,41586675,41570307,528.0,价格过高,2025-10-25 03:24:05
247,41570307,41553629,538.0,价格过高,2025-10-25 03:24:10
248,41553629,41536951,538.0,价格过高,2025-10-25 03:24:15
249,41536951,41523993,418.0,购买成功(200x6),2025-10-25 03:24:23
250,41165263,41148585,538.0,价格过高,2025-10-25 03:24:28
251,41148585,41135317,428.0,购买成功(200x6),2025-10-25 03:24:36
252,40750897,40736079,478.0,价格过高,2025-10-25 03:24:42
253,40736079,40720951,488.0,价格过高,2025-10-25 03:24:49
254,40720951,40705823,488.0,价格过高,2025-10-25 03:24:54
255,40705823,40692555,428.0,购买成功(200x6),2025-10-25 03:25:02
256,40291795,40276977,478.0,价格过高,2025-10-25 03:25:07
257,40276977,40261539,498.0,价格过高,2025-10-25 03:25:13
258,40261539,40245171,528.0,价格过高,2025-10-25 03:25:18
259,40245171,40230353,478.0,价格过高,2025-10-25 03:25:23
260,40230353,40217085,428.0,购买成功(200x6),2025-10-25 03:25:31
261,339847687,339834419,428.0,购买成功(200x6),2025-10-25 03:25:41
262,339448019,339434751,428.0,购买成功(200x6),2025-10-25 03:25:49
263,338960149,338943471,538.0,价格过高,2025-10-25 03:26:05
264,338943471,338930203,428.0,购买成功(200x6),2025-10-25 03:26:13
265,338539803,338524675,488.0,价格过高,2025-10-25 03:26:18
266,338524675,338509547,488.0,价格过高,2025-10-25 03:26:23
267,338509547,338494419,488.0,价格过高,2025-10-25 03:26:28
268,338494419,338479291,488.0,价格过高,2025-10-25 03:26:34
269,338452755,338437627,488.0,价格过高,2025-10-25 03:26:43
270,338437627,338422189,498.0,价格过高,2025-10-25 03:26:48
271,338422189,338406751,498.0,价格过高,2025-10-25 03:26:53
272,338406751,338391313,498.0,价格过高,2025-10-25 03:26:58
273,338359197,338342519,538.0,价格过高,2025-10-25 03:27:08
274,338342519,338329251,428.0,购买成功(200x6),2025-10-25 03:27:18
275,37916851,37900793,518.0,价格过高,2025-10-25 03:27:23
276,37900793,37885045,508.0,价格过高,2025-10-25 03:27:28
277,37885045,37871777,428.0,购买成功(200x6),2025-10-25 03:27:36
278,37459377,37443629,508.0,价格过高,2025-10-25 03:27:42
279,37443629,37430361,428.0,购买成功(200x6),2025-10-25 03:27:50
280,336985913,336970165,508.0,价格过高,2025-10-25 03:27:57
281,336970165,336953967,522.5,价格过高,2025-10-25 03:28:02
282,336953967,336938219,508.0,价格过高,2025-10-25 03:28:08
283,336938219,336922471,508.0,价格过高,2025-10-25 03:28:13
284,336922471,336906723,508.0,价格过高,2025-10-25 03:28:18
285,336906723,336893455,428.0,购买成功(200x6),2025-10-25 03:28:26
286,336497055,336483787,428.0,购买成功(200x6),2025-10-25 03:28:34
287,36087639,36071271,528.0,价格过高,2025-10-25 03:28:42
288,335989741,335973993,508.0,价格过高,2025-10-25 03:28:57
289,335973993,335958245,508.0,价格过高,2025-10-25 03:29:02
290,335958245,335944667,438.0,价格过高,2025-10-25 03:29:07
291,335944667,335931089,438.0,价格过高,2025-10-25 03:29:13
292,335931089,335914411,538.0,价格过高,2025-10-25 03:29:18
293,335914411,335898663,508.0,价格过高,2025-10-25 03:29:23
294,35885085,35869337,508.0,价格过高,2025-10-25 03:29:30
295,35869337,35855759,438.0,价格过高,2025-10-25 03:29:38
296,335811615,335794627,548.0,价格过高,2025-10-25 03:29:49
297,335794627,335778259,528.0,价格过高,2025-10-25 03:29:54
298,335778259,335761271,548.0,价格过高,2025-10-25 03:29:59
299,335761271,335746143,488.0,价格过高,2025-10-25 03:30:05
300,335746143,335729465,538.0,价格过高,2025-10-25 03:30:10
301,335729465,335714337,488.0,价格过高,2025-10-25 03:30:15
302,35697659,35684081,438.0,价格过高,2025-10-25 03:30:22
303,35684081,35670503,438.0,价格过高,2025-10-25 03:30:28
304,35670503,35655375,488.0,价格过高,2025-10-25 03:30:33
305,35655375,35638697,538.0,价格过高,2025-10-25 03:30:38
306,35638697,35622019,538.0,价格过高,2025-10-25 03:30:43
307,35622019,35605341,538.0,价格过高,2025-10-25 03:30:49
308,35605341,35591763,438.0,价格过高,2025-10-25 03:30:54
309,35591763,35576945,478.0,价格过高,2025-10-25 03:30:59
310,35576945,35563367,438.0,价格过高,2025-10-25 03:31:04
311,335488037,335474459,438.0,价格过高,2025-10-25 03:31:22
312,335474459,335459641,478.0,价格过高,2025-10-25 03:31:29
313,335459641,335443893,508.0,价格过高,2025-10-25 03:31:34
314,335443893,335430315,438.0,价格过高,2025-10-25 03:31:41
315,335430315,335415497,478.0,价格过高,2025-10-25 03:31:49
316,335415497,335400679,478.0,价格过高,2025-10-25 03:31:54
317,335369183,335352505,538.0,价格过高,2025-10-25 03:32:03
318,335295713,335279035,538.0,价格过高,2025-10-25 03:32:19
319,335279035,335262357,538.0,价格过高,2025-10-25 03:32:24
320,335262357,335249089,428.0,购买成功(200x6),2025-10-25 03:32:34
321,334893421,334878603,478.0,价格过高,2025-10-25 03:32:43
322,334878603,334865025,438.0,价格过高,2025-10-25 03:32:49
323,334865025,334850207,478.0,价格过高,2025-10-25 03:32:54
324,334850207,334835389,478.0,价格过高,2025-10-25 03:32:59
325,334835389,334820571,478.0,价格过高,2025-10-25 03:33:04
326,334790935,334776117,478.0,价格过高,2025-10-25 03:33:14
327,334776117,334762539,438.0,价格过高,2025-10-25 03:33:19
328,334762539,334748961,438.0,价格过高,2025-10-25 03:33:24
329,334748961,334734143,478.0,价格过高,2025-10-25 03:33:29
330,334734143,334720565,438.0,价格过高,2025-10-25 03:33:37
331,334720565,334705747,478.0,价格过高,2025-10-25 03:33:42
332,334644615,334629797,478.0,价格过高,2025-10-25 03:33:55
333,334629797,334614979,478.0,价格过高,2025-10-25 03:34:00
334,334614979,334599851,488.0,价格过高,2025-10-25 03:34:05
335,334599851,334584723,488.0,价格过高,2025-10-25 03:34:11
336,334584723,334569595,488.0,价格过高,2025-10-25 03:34:16
337,334569595,334553847,508.0,价格过高,2025-10-25 03:34:21
338,334553847,334538719,488.0,价格过高,2025-10-25 03:34:26
339,334538719,334522971,508.0,价格过高,2025-10-25 03:34:32
340,334522971,334510013,418.0,购买成功(200x6),2025-10-25 03:34:40
341,334215127,334202169,418.0,购买成功(200x6),2025-10-25 03:34:54
342,33929369,33913931,498.0,价格过高,2025-10-25 03:34:59
343,33913931,33900353,438.0,价格过高,2025-10-25 03:35:04
344,33900353,33885225,488.0,价格过高,2025-10-25 03:35:10
345,33885225,33871647,438.0,价格过高,2025-10-25 03:35:15
346,33871647,33858069,438.0,价格过高,2025-10-25 03:35:20
347,33858069,33841701,528.0,价格过高,2025-10-25 03:35:25
348,33841701,33826573,488.0,价格过高,2025-10-25 03:35:33
349,33826573,33811135,498.0,价格过高,2025-10-25 03:35:38
350,33811135,33795697,498.0,价格过高,2025-10-25 03:35:43
351,33795697,33779949,508.0,价格过高,2025-10-25 03:35:48
352,33779949,33764821,488.0,价格过高,2025-10-25 03:35:53
353,33764821,33749383,498.0,价格过高,2025-10-25 03:35:59
354,33749383,33733945,498.0,价格过高,2025-10-25 03:36:04
355,33733945,33718817,488.0,价格过高,2025-10-25 03:36:09
356,33718817,33703069,508.0,价格过高,2025-10-25 03:36:14
357,33703069,33687941,488.0,价格过高,2025-10-25 03:36:20
358,33687941,33671263,538.0,价格过高,2025-10-25 03:36:25
359,33671263,33655825,498.0,价格过高,2025-10-25 03:36:30
360,33655825,33640387,498.0,价格过高,2025-10-25 03:36:35
361,33640387,33624949,498.0,价格过高,2025-10-25 03:36:40
362,33624949,33611681,428.0,购买成功(200x6),2025-10-25 03:36:49
363,33340881,33325133,508.0,价格过高,2025-10-25 03:36:54
364,33325133,33311865,428.0,购买成功(200x6),2025-10-25 03:37:02
365,332939465,332923117,527.4,价格过高,2025-10-25 03:37:07
366,332923117,332907679,498.0,价格过高,2025-10-25 03:37:12
367,332907679,332892241,498.0,价格过高,2025-10-25 03:37:18
368,332892241,332879283,418.0,购买成功(200x6),2025-10-25 03:37:26
369,332472883,332457135,508.0,价格过高,2025-10-25 03:37:31
370,332457135,332442007,488.0,价格过高,2025-10-25 03:37:36
371,332442007,332425639,528.0,价格过高,2025-10-25 03:37:41
372,332425639,332410511,488.0,价格过高,2025-10-25 03:37:47
373,332410511,332395383,488.0,价格过高,2025-10-25 03:37:52
374,332395383,332382425,418.0,购买成功(200x6),2025-10-25 03:38:00
375,31990625,31974877,508.0,价格过高,2025-10-25 03:38:05
376,31974877,31958509,528.0,价格过高,2025-10-25 03:38:10
377,31958509,31945241,428.0,购买成功(200x6),2025-10-25 03:38:18
378,31648441,31633313,488.0,价格过高,2025-10-25 03:38:24
379,31633313,31618185,488.0,价格过高,2025-10-25 03:38:29
380,31618185,31604917,428.0,购买成功(200x6),2025-10-25 03:38:37
381,31208077,31192329,508.0,价格过高,2025-10-25 03:38:42
382,31192329,31176271,518.0,价格过高,2025-10-25 03:38:47
383,31176271,31160523,508.0,价格过高,2025-10-25 03:38:53
384,31160523,31144025,532.2,价格过高,2025-10-25 03:38:58
385,31144025,31128277,508.0,价格过高,2025-10-25 03:39:03
386,31128277,31111909,528.0,价格过高,2025-10-25 03:39:08
387,31111909,31096161,508.0,价格过高,2025-10-25 03:39:14
388,31096161,31080413,508.0,价格过高,2025-10-25 03:39:19
389,31080413,31064045,528.0,价格过高,2025-10-25 03:39:24
390,31064045,31051087,418.0,购买成功(200x6),2025-10-25 03:39:32
391,31051087,31035959,488.0,价格过高,2025-10-25 03:39:37
392,31035959,31020211,508.0,价格过高,2025-10-25 03:39:42
