检测次数,购买前余额,购买后余额,单价,动作,时间
86,30025758,30013110,408.0,购买成功(200x6),2025-10-18 02:09:56
87,29638710,29624512,458.0,价格过高,2025-10-18 02:10:02
88,29624512,29607834,538.0,价格过高,2025-10-18 02:10:09
89,29607834,29593636,458.0,价格过高,2025-10-18 02:10:15
90,29593636,29579438,458.0,价格过高,2025-10-18 02:10:21
91,29579438,29562450,548.0,价格过高,2025-10-18 02:10:27
92,29562450,29550112,398.0,购买成功(200x6),2025-10-18 02:10:37
93,28918512,28901524,548.0,价格过高,2025-10-18 02:10:43
94,28901524,28884846,538.0,价格过高,2025-10-18 02:10:49
95,28884846,28867858,548.0,价格过高,2025-10-18 02:10:55
96,28867858,28851180,538.0,价格过高,2025-10-18 02:11:01
97,28851180,28834502,538.0,价格过高,2025-10-18 02:11:07
98,28834502,28817824,538.0,价格过高,2025-10-18 02:11:14
99,28817824,28802696,488.0,价格过高,2025-10-18 02:11:20
100,28802696,28787568,488.0,价格过高,2025-10-18 02:11:26
101,28787568,28770890,538.0,价格过高,2025-10-18 02:11:32
102,28770890,28754522,528.0,价格过高,2025-10-18 02:11:38
103,28754522,28739064,498.6,价格过高,2025-10-18 02:11:44
104,28739064,28722386,538.0,价格过高,2025-10-18 02:11:50
105,28722386,28708188,458.0,价格过高,2025-10-18 02:11:56
106,28708188,28691230,547.0,价格过高,2025-10-18 02:12:02
107,28691230,28678892,398.0,购买成功(200x6),2025-10-18 02:12:12
108,28143292,28129094,458.0,价格过高,2025-10-18 02:12:21
109,28129094,28114896,458.0,价格过高,2025-10-18 02:12:27
110,28114896,28102248,408.0,购买成功(200x6),2025-10-18 02:12:38
111,27532648,27515660,548.0,价格过高,2025-10-18 02:12:44
112,27515660,27498672,548.0,价格过高,2025-10-18 02:12:53
113,27498672,27481994,538.0,价格过高,2025-10-18 02:12:59
114,27481994,27467176,478.0,价格过高,2025-10-18 02:13:08
115,27467176,27450498,538.0,价格过高,2025-10-18 02:13:14
116,27450498,27434130,528.0,价格过高,2025-10-18 02:13:20
117,27434130,27417452,538.0,价格过高,2025-10-18 02:13:26
118,27417452,27400774,538.0,价格过高,2025-10-18 02:13:35
119,27400774,27385956,478.0,价格过高,2025-10-18 02:13:41
120,27385956,27370208,508.0,价格过高,2025-10-18 02:13:47
121,27370208,27354460,508.0,价格过高,2025-10-18 02:13:53
122,27354460,27340882,438.0,购买成功(200x6),2025-10-18 02:14:03
123,26775282,26758914,528.0,价格过高,2025-10-18 02:14:09
124,26758914,26746266,408.0,购买成功(200x6),2025-10-18 02:14:20
125,26162666,26147228,498.0,价格过高,2025-10-18 02:14:26
126,26147228,26134580,408.0,购买成功(200x6),2025-10-18 02:14:36
127,25692580,25678382,458.0,价格过高,2025-10-18 02:14:42
128,25678382,25661704,538.0,价格过高,2025-10-18 02:14:48
129,25661704,25647506,458.0,价格过高,2025-10-18 02:14:54
130,25647506,25633308,458.0,价格过高,2025-10-18 02:15:00
131,25633308,25616630,538.0,价格过高,2025-10-18 02:15:06
132,25616630,25599952,538.0,价格过高,2025-10-18 02:15:13
133,25599952,25585754,458.0,价格过高,2025-10-18 02:15:19
134,25585754,25572486,428.0,购买成功(200x6),2025-10-18 02:15:29
135,25032886,25018688,458.0,价格过高,2025-10-18 02:15:35
136,25018688,25002010,538.0,价格过高,2025-10-18 02:15:41
137,25002010,24986882,488.0,价格过高,2025-10-18 02:15:47
138,24986882,24970204,538.0,价格过高,2025-10-18 02:15:53
139,24970204,24955076,488.0,价格过高,2025-10-18 02:15:59
140,24955076,24939948,488.0,价格过高,2025-10-18 02:16:05
141,24939948,24923580,528.0,价格过高,2025-10-18 02:16:11
142,24923580,24911552,388.0,购买成功(200x6),2025-10-18 02:16:22
143,24271152,24254784,528.0,价格过高,2025-10-18 02:16:28
144,24254784,24238106,538.0,价格过高,2025-10-18 02:16:34
145,24238106,24226078,388.0,购买成功(200x6),2025-10-18 02:16:44
146,23586018,23569340,538.0,价格过高,2025-10-18 02:16:50
147,23569340,23552662,538.0,价格过高,2025-10-18 02:16:57
148,23552662,23535984,538.0,价格过高,2025-10-18 02:17:03
149,23535984,23519306,538.0,价格过高,2025-10-18 02:17:09
150,23519306,23502628,538.0,价格过高,2025-10-18 02:17:15
151,23502628,23489360,428.0,购买成功(200x6),2025-10-18 02:17:25
152,22945360,22930232,488.0,价格过高,2025-10-18 02:17:31
153,22930232,22916964,428.0,购买成功(200x6),2025-10-18 02:17:42
154,22550564,22537296,428.0,购买成功(200x6),2025-10-18 02:17:52
155,22063626,22048808,478.0,价格过高,2025-10-18 02:17:58
156,22048808,22032130,538.0,价格过高,2025-10-18 02:18:04
157,22032130,22015762,528.0,价格过高,2025-10-18 02:18:10
158,22015762,22000944,478.0,价格过高,2025-10-18 02:18:16
159,22000944,21984266,538.0,价格过高,2025-10-18 02:18:22
160,21984266,21970068,458.0,价格过高,2025-10-18 02:18:28
161,21970068,21955250,478.0,价格过高,2025-10-18 02:18:34
162,21955250,21940432,478.0,价格过高,2025-10-18 02:18:41
163,21940432,21923754,538.0,价格过高,2025-10-18 02:18:47
164,21923754,21909556,458.0,价格过高,2025-10-18 02:18:53
165,21909556,21896908,408.0,购买成功(200x6),2025-10-18 02:19:03
166,21407308,21390630,538.0,价格过高,2025-10-18 02:19:09
167,21390630,21373952,538.0,价格过高,2025-10-18 02:19:15
168,21373952,21361304,408.0,购买成功(200x6),2025-10-18 02:19:26
169,20775704,20759026,538.0,价格过高,2025-10-18 02:19:32
170,20759026,20743278,508.0,价格过高,2025-10-18 02:19:38
171,20743278,20727530,508.0,价格过高,2025-10-18 02:19:44
172,20727530,20711782,508.0,价格过高,2025-10-18 02:19:50
173,20711782,20699754,388.0,购买成功(200x6),2025-10-18 02:20:00
174,20076664,20059986,538.0,价格过高,2025-10-18 02:20:06
175,20059986,20045478,468.0,价格过高,2025-10-18 02:20:15
176,20045478,20029110,528.0,价格过高,2025-10-18 02:20:21
177,20029110,20012122,548.0,价格过高,2025-10-18 02:20:30
178,20012122,19995444,538.0,价格过高,2025-10-18 02:20:36
179,19995444,19980006,498.0,价格过高,2025-10-18 02:20:42
180,19980006,19965498,468.0,价格过高,2025-10-18 02:20:48
181,19965498,19950990,468.0,价格过高,2025-10-18 02:20:54
182,19950990,19935242,508.0,价格过高,2025-10-18 02:21:00
183,19935242,19922904,398.0,购买成功(200x6),2025-10-18 02:21:13
184,19351274,19334596,538.0,价格过高,2025-10-18 02:21:20
185,19334596,19319158,498.0,价格过高,2025-10-18 02:21:26
186,19319158,19303720,498.0,价格过高,2025-10-18 02:21:32
187,19303720,19287352,528.0,价格过高,2025-10-18 02:21:38
188,19287352,19271914,498.0,价格过高,2025-10-18 02:21:44
189,19271914,19258956,418.0,购买成功(200x6),2025-10-18 02:21:54
190,18870556,18857598,418.0,购买成功(200x6),2025-10-18 02:22:05
191,18265958,18253000,418.0,购买成功(200x6),2025-10-18 02:22:15
192,17727400,17714442,418.0,购买成功(200x6),2025-10-18 02:22:25
193,17115592,17099224,528.0,价格过高,2025-10-18 02:22:31
194,17099224,17084406,478.0,价格过高,2025-10-18 02:22:37
195,17084406,17067728,538.0,价格过高,2025-10-18 02:22:43
196,17067728,17051050,538.0,价格过高,2025-10-18 02:22:50
197,17051050,17036232,478.0,价格过高,2025-10-18 02:22:56
198,17036232,17019554,538.0,价格过高,2025-10-18 02:23:02
199,17019554,17002876,538.0,价格过高,2025-10-18 02:23:08
200,17002876,16986508,528.0,价格过高,2025-10-18 02:23:14
201,16986508,16970760,508.0,价格过高,2025-10-18 02:23:20
202,16970760,16957182,438.0,购买成功(200x6),2025-10-18 02:23:30
203,16419082,16405504,438.0,购买成功(200x6),2025-10-18 02:23:41
204,15791904,15776156,508.0,价格过高,2025-10-18 02:23:47
205,15776156,15760408,508.0,价格过高,2025-10-18 02:23:53
206,15760408,15744660,508.0,价格过高,2025-10-18 02:23:59
207,15744660,15728912,508.0,价格过高,2025-10-18 02:24:05
208,15728912,15713784,488.0,价格过高,2025-10-18 02:24:11
209,15713784,15700206,438.0,购买成功(200x6),2025-10-18 02:24:21
210,15114606,15100098,468.0,价格过高,2025-10-18 02:24:27
211,15100098,15084970,488.0,价格过高,2025-10-18 02:24:33
212,15084970,15068912,518.0,价格过高,2025-10-18 02:24:40
213,15068912,15056574,398.0,购买成功(200x6),2025-10-18 02:24:50
214,14498974,14486636,398.0,购买成功(200x6),2025-10-18 02:25:00
215,14024636,14008268,528.0,价格过高,2025-10-18 02:25:06
216,14008268,13995620,408.0,购买成功(200x6),2025-10-18 02:25:17
217,13466020,13449652,528.0,价格过高,2025-10-18 02:25:23
218,13449652,13433904,508.0,价格过高,2025-10-18 02:25:29
219,13433904,13417226,538.0,价格过高,2025-10-18 02:25:35
220,13417226,13400858,528.0,价格过高,2025-10-18 02:25:41
221,13400858,13384490,528.0,价格过高,2025-10-18 02:25:47
222,13384490,13368742,508.0,价格过高,2025-10-18 02:25:53
223,13368742,13352994,508.0,价格过高,2025-10-18 02:25:59
224,13352994,13337246,508.0,价格过高,2025-10-18 02:26:05
225,13337246,13321498,508.0,价格过高,2025-10-18 02:26:11
226,13321498,13305750,508.0,价格过高,2025-10-18 02:26:17
227,13305750,13289382,528.0,价格过高,2025-10-18 02:26:24
228,13289382,13272704,538.0,价格过高,2025-10-18 02:26:30
229,13272704,13256336,528.0,价格过高,2025-10-18 02:26:36
230,13256336,13242758,438.0,购买成功(200x6),2025-10-18 02:26:46
231,12619458,12603090,528.0,价格过高,2025-10-18 02:26:55
232,12603090,12587652,498.0,价格过高,2025-10-18 02:27:01
233,12587652,12571594,518.0,价格过高,2025-10-18 02:27:07
234,12571594,12556156,498.0,价格过高,2025-10-18 02:27:13
235,12556156,12542578,438.0,购买成功(200x6),2025-10-18 02:27:26
236,11954978,11940470,468.0,价格过高,2025-10-18 02:27:32
237,11940470,11925962,468.0,价格过高,2025-10-18 02:27:38
238,11925962,11911454,468.0,价格过高,2025-10-18 02:27:44
239,11911454,11896946,468.0,价格过高,2025-10-18 02:27:50
240,11896946,11880268,538.0,价格过高,2025-10-18 02:27:57
241,11880268,11867310,418.0,购买成功(200x6),2025-10-18 02:28:07
242,11305710,11291202,468.0,价格过高,2025-10-18 02:28:16
243,11291202,11277624,438.0,购买成功(200x6),2025-10-18 02:28:26
244,10652024,10638446,438.0,购买成功(200x6),2025-10-18 02:28:37
245,10056846,10043268,438.0,购买成功(200x6),2025-10-18 02:28:47
246,9406508,9390140,528.0,价格过高,2025-10-18 02:28:53
247,9390140,9373772,528.0,价格过高,2025-10-18 02:28:59
248,9373772,9360194,438.0,购买成功(200x6),2025-10-18 02:29:09
249,8786594,8771776,478.0,价格过高,2025-10-18 02:29:15
250,8771776,8755408,528.0,价格过高,2025-10-18 02:29:22
251,8755408,8739350,518.0,价格过高,2025-10-18 02:29:28
252,8739350,8722982,528.0,价格过高,2025-10-18 02:29:34
253,8722982,8706614,528.0,价格过高,2025-10-18 02:29:40
254,8706614,8694276,398.0,购买成功(200x6),2025-10-18 02:29:50
255,8136906,8121158,508.0,价格过高,2025-10-18 02:29:56
256,8121158,8108820,398.0,购买成功(200x6),2025-10-18 02:30:07
257,7533240,7517492,508.0,价格过高,2025-10-18 02:30:13
258,7517492,7501744,508.0,价格过高,2025-10-18 02:30:19
259,7501744,7485996,508.0,价格过高,2025-10-18 02:30:25
260,7485996,7470558,498.0,价格过高,2025-10-18 02:30:31
261,7470558,7454500,518.0,价格过高,2025-10-18 02:30:37
262,7454500,7438752,508.0,价格过高,2025-10-18 02:30:43
263,7438752,7426104,408.0,购买成功(200x6),2025-10-18 02:30:53
264,7426104,7409426,538.0,价格过高,2025-10-18 02:30:59
265,7409426,7396778,408.0,购买成功(200x6),2025-10-18 02:31:10
266,7396778,7382270,468.0,价格过高,2025-10-18 02:31:16
267,7382270,7365902,528.0,价格过高,2025-10-18 02:31:22
268,7365902,7349224,538.0,价格过高,2025-10-18 02:31:28
269,7349224,7334716,468.0,价格过高,2025-10-18 02:31:34
