检测次数,购买前余额,购买后余额,单价,动作,时间
267,47790286,47772058,588.0,价格过高,2025-10-23 02:19:18
268,47772058,47754140,578.0,价格过高,2025-10-23 02:19:22
269,47754140,47737462,538.0,价格过高,2025-10-23 02:19:26
270,47737462,47719234,588.0,价格过高,2025-10-23 02:19:30
271,47719234,47701006,588.0,价格过高,2025-10-23 02:19:34
272,47701006,47682778,588.0,价格过高,2025-10-23 02:19:38
273,47682778,47667960,478.0,价格过高,2025-10-23 02:19:42
274,47667960,47649732,588.0,价格过高,2025-10-23 02:19:46
275,47649732,47634914,478.0,价格过高,2025-10-23 02:19:50
276,47634914,47616686,588.0,价格过高,2025-10-23 02:19:53
277,47616686,47598768,578.0,价格过高,2025-10-23 02:19:57
278,47598768,47581160,568.0,价格过高,2025-10-23 02:20:01
279,47581160,47562932,588.0,价格过高,2025-10-23 02:20:05
280,47562932,47548114,478.0,价格过高,2025-10-23 02:20:09
281,47548114,47533296,478.0,价格过高,2025-10-23 02:20:13
282,47533296,47518478,478.0,价格过高,2025-10-23 02:20:17
283,47518478,47503660,478.0,价格过高,2025-10-23 02:20:21
284,47503660,47491632,388.0,购买成功(200x6),2025-10-23 02:20:26
285,47414032,47402004,388.0,购买成功(200x6),2025-10-23 02:20:32
286,47087204,47069286,578.0,价格过高,2025-10-23 02:20:36
287,47069286,47052298,548.0,价格过高,2025-10-23 02:20:39
288,47052298,47035620,538.0,价格过高,2025-10-23 02:20:43
289,47035620,47023592,388.0,购买成功(200x6),2025-10-23 02:20:49
290,46828392,46810474,578.0,价格过高,2025-10-23 02:20:53
291,46810474,46793486,548.0,价格过高,2025-10-23 02:20:57
292,46793486,46776498,548.0,价格过高,2025-10-23 02:21:00
293,46776498,46759200,558.0,价格过高,2025-10-23 02:21:04
294,46759200,46741902,558.0,价格过高,2025-10-23 02:21:08
295,46741902,46724914,548.0,价格过高,2025-10-23 02:21:12
296,46724914,46706996,578.0,价格过高,2025-10-23 02:21:16
297,46706996,46692178,478.0,价格过高,2025-10-23 02:21:21
298,46692178,46673950,588.0,价格过高,2025-10-23 02:21:25
299,46673950,46657272,538.0,价格过高,2025-10-23 02:21:29
300,46657272,46640594,538.0,价格过高,2025-10-23 02:21:33
301,46640594,46628566,388.0,购买成功(200x6),2025-10-23 02:21:38
302,46397366,46380688,538.0,价格过高,2025-10-23 02:21:42
303,46380688,46365870,478.0,价格过高,2025-10-23 02:21:46
304,46365870,46349192,538.0,价格过高,2025-10-23 02:21:50
305,46349192,46331274,578.0,价格过高,2025-10-23 02:21:54
306,46331274,46314286,548.0,价格过高,2025-10-23 02:21:59
307,46314286,46299778,468.0,价格过高,2025-10-23 02:22:03
308,46299778,46282170,568.0,价格过高,2025-10-23 02:22:07
309,46282170,46267662,468.0,价格过高,2025-10-23 02:22:11
310,46267662,46255634,388.0,购买成功(200x6),2025-10-23 02:22:17
311,45990954,45976136,478.0,价格过高,2025-10-23 02:22:20
312,45976136,45958838,558.0,价格过高,2025-10-23 02:22:24
313,45958838,45942160,538.0,价格过高,2025-10-23 02:22:28
314,45942160,45925482,538.0,价格过高,2025-10-23 02:22:32
315,45925482,45908494,548.0,价格过高,2025-10-23 02:22:37
316,45908494,45891816,538.0,价格过高,2025-10-23 02:22:42
317,45891816,45874508,558.3,价格过高,2025-10-23 02:22:46
318,45874508,45857520,548.0,价格过高,2025-10-23 02:22:50
319,45857520,45840842,538.0,价格过高,2025-10-23 02:22:54
320,45840842,45823234,568.0,价格过高,2025-10-23 02:22:58
321,45823234,45806246,548.0,价格过高,2025-10-23 02:23:01
322,45806246,45793908,398.0,购买成功(200x6),2025-10-23 02:23:07
323,45565618,45550490,488.0,价格过高,2025-10-23 02:23:11
324,45550490,45532882,568.0,价格过高,2025-10-23 02:23:15
325,45532882,45515894,548.0,价格过高,2025-10-23 02:23:19
326,45515894,45503556,398.0,购买成功(200x6),2025-10-23 02:23:24
327,45393976,45376368,568.0,价格过高,2025-10-23 02:23:28
328,45376368,45363100,428.0,购买成功(200x6),2025-10-23 02:23:33
329,45133900,45115982,578.0,价格过高,2025-10-23 02:23:37
330,45115982,45098064,578.0,价格过高,2025-10-23 02:23:41
331,45098064,45084796,428.0,购买成功(200x6),2025-10-23 02:23:46
332,44967196,44949278,578.0,价格过高,2025-10-23 02:23:50
333,44949278,44936010,428.0,购买成功(200x6),2025-10-23 02:23:56
334,44734810,44716892,578.0,价格过高,2025-10-23 02:23:59
335,44716892,44702384,468.0,价格过高,2025-10-23 02:24:03
336,44702384,44684466,578.0,价格过高,2025-10-23 02:24:08
337,44684466,44671198,428.0,购买成功(200x6),2025-10-23 02:24:13
338,44437998,44424730,428.0,购买成功(200x6),2025-10-23 02:24:19
339,44213530,44199022,468.0,价格过高,2025-10-23 02:24:23
340,44199022,44181724,558.0,价格过高,2025-10-23 02:24:27
341,44181724,44163806,578.0,价格过高,2025-10-23 02:24:31
342,44163806,44145888,578.0,价格过高,2025-10-23 02:24:34
343,44145888,44131380,468.0,价格过高,2025-10-23 02:24:38
344,44131380,44116872,468.0,价格过高,2025-10-23 02:24:42
345,44116872,44098644,588.0,价格过高,2025-10-23 02:24:46
346,44098644,44080416,588.0,价格过高,2025-10-23 02:24:50
347,44080416,44065908,468.0,价格过高,2025-10-23 02:24:54
348,44065908,44048300,568.0,价格过高,2025-10-23 02:24:58
349,44048300,44031002,558.0,价格过高,2025-10-23 02:25:02
350,44031002,44013084,578.0,价格过高,2025-10-23 02:25:06
