检测次数,购买前余额,购买后余额,单价,动作,时间
149,44656845,44639857,548.0,价格过高,2025-10-22 02:11:14
150,44639857,44622869,548.0,价格过高,2025-10-22 02:11:18
151,44622869,44604641,588.0,价格过高,2025-10-22 02:11:24
152,44604641,44591683,418.0,购买成功(200x10),2025-10-22 02:11:30
153,44316923,44298695,588.0,价格过高,2025-10-22 02:11:34
154,44298695,44280777,578.0,价格过高,2025-10-22 02:11:38
155,44280777,44262549,588.0,价格过高,2025-10-22 02:11:42
156,44262549,44244321,588.0,价格过高,2025-10-22 02:11:46
157,44244321,44229193,488.0,价格过高,2025-10-22 02:11:49
158,44229193,44211275,578.0,价格过高,2025-10-22 02:11:53
159,44211275,44193047,588.0,价格过高,2025-10-22 02:11:57
160,44193047,44174819,588.0,价格过高,2025-10-22 02:12:01
161,44174819,44161241,438.0,购买成功(200x10),2025-10-22 02:12:08
162,43785761,43770633,488.0,价格过高,2025-10-22 02:12:12
163,43770633,43752405,588.0,价格过高,2025-10-22 02:12:16
164,43752405,43734657,572.5,价格过高,2025-10-22 02:12:20
165,43734657,43721079,438.0,购买成功(200x10),2025-10-22 02:12:26
166,43266979,43249681,558.0,价格过高,2025-10-22 02:12:30
167,43249681,43232073,568.0,价格过高,2025-10-22 02:12:34
168,43232073,43214155,578.0,价格过高,2025-10-22 02:12:38
169,43214155,43196237,578.0,价格过高,2025-10-22 02:12:42
170,43196237,43178319,578.0,价格过高,2025-10-22 02:12:46
171,43178319,43165671,408.0,购买成功(200x10),2025-10-22 02:12:52
172,42920871,42902953,578.0,价格过高,2025-10-22 02:12:56
173,42902953,42884725,588.0,价格过高,2025-10-22 02:13:00
174,42884725,42872077,408.0,购买成功(200x10),2025-10-22 02:13:06
175,42475677,42458689,548.0,价格过高,2025-10-22 02:13:10
176,42458689,42441391,558.0,价格过高,2025-10-22 02:13:16
177,42441391,42423783,568.0,价格过高,2025-10-22 02:13:19
178,42423783,42405555,588.0,价格过高,2025-10-22 02:13:23
179,42405555,42388257,558.0,价格过高,2025-10-22 02:13:27
180,42388257,42370959,558.0,价格过高,2025-10-22 02:13:31
181,42370959,42354271,538.3,价格过高,2025-10-22 02:13:36
182,42354271,42336353,578.0,价格过高,2025-10-22 02:13:40
183,42336353,42319675,538.0,价格过高,2025-10-22 02:13:44
184,42319675,42301757,578.0,价格过高,2025-10-22 02:13:48
185,42301757,42284459,558.0,价格过高,2025-10-22 02:13:52
186,42284459,42265921,598.0,价格过高,2025-10-22 02:13:56
187,42265921,42248313,568.0,价格过高,2025-10-22 02:14:00
188,42248313,42233805,468.0,价格过高,2025-10-22 02:14:04
189,42233805,42215887,578.0,价格过高,2025-10-22 02:14:08
190,42215887,42198589,558.0,价格过高,2025-10-22 02:14:12
191,42198589,42184081,468.0,价格过高,2025-10-22 02:14:16
192,42184081,42169573,468.0,价格过高,2025-10-22 02:14:20
193,42169573,42156305,428.0,购买成功(200x10),2025-10-22 02:14:26
194,41746525,41733257,428.0,购买成功(200x10),2025-10-22 02:14:32
195,41319217,41301299,578.0,价格过高,2025-10-22 02:14:36
196,41301299,41288031,428.0,购买成功(200x10),2025-10-22 02:14:42
197,40827631,40814363,428.0,购买成功(200x10),2025-10-22 02:14:49
198,40449963,40436695,428.0,购买成功(200x10),2025-10-22 02:14:55
199,40149895,40136627,428.0,购买成功(200x10),2025-10-22 02:15:01
200,39770723,39752805,578.0,价格过高,2025-10-22 02:15:07
201,339734887,339716969,578.0,价格过高,2025-10-22 02:15:12
202,339716969,339699361,568.0,价格过高,2025-10-22 02:15:16
203,339699361,339681753,568.0,价格过高,2025-10-22 02:15:20
204,339681753,339664455,558.0,价格过高,2025-10-22 02:15:25
205,339664455,339646227,588.0,价格过高,2025-10-22 02:15:29
206,339646227,339628619,568.0,价格过高,2025-10-22 02:15:33
207,339628619,339610701,578.0,价格过高,2025-10-22 02:15:37
208,339610701,339595883,478.0,价格过高,2025-10-22 02:15:41
209,339595883,339581065,478.0,价格过高,2025-10-22 02:15:45
210,339581065,339563147,578.0,价格过高,2025-10-22 02:15:48
211,339563147,339547709,498.0,价格过高,2025-10-22 02:15:52
212,339547709,339531961,508.0,价格过高,2025-10-22 02:15:56
213,339531961,339518383,438.0,购买成功(200x10),2025-10-22 02:16:02
214,39094233,39076315,578.0,价格过高,2025-10-22 02:16:06
215,39076315,39060567,508.0,价格过高,2025-10-22 02:16:10
216,339046989,339029971,549.0,价格过高,2025-10-22 02:16:16
217,339029971,339011743,588.0,价格过高,2025-10-22 02:16:20
218,339011743,338993825,578.0,价格过高,2025-10-22 02:16:24
219,338993825,338976527,558.0,价格过高,2025-10-22 02:16:28
220,338976527,338964499,388.0,购买成功(200x10),2025-10-22 02:16:34
221,338566099,338548491,568.0,价格过高,2025-10-22 02:16:38
222,338548491,338536463,388.0,购买成功(200x10),2025-10-22 02:16:44
223,338070743,338052825,578.0,价格过高,2025-10-22 02:16:48
224,338052825,338034907,578.0,价格过高,2025-10-22 02:16:52
225,338034907,338016679,588.0,价格过高,2025-10-22 02:16:56
226,338016679,338001551,488.0,价格过高,2025-10-22 02:17:00
227,37983633,37965405,588.0,价格过高,2025-10-22 02:17:04
228,37965405,37950277,488.0,价格过高,2025-10-22 02:17:08
229,37950277,37932669,568.0,价格过高,2025-10-22 02:17:12
230,37932669,37915061,568.0,价格过高,2025-10-22 02:17:16
231,37915061,37897453,568.0,价格过高,2025-10-22 02:17:20
232,37897453,37879535,578.0,价格过高,2025-10-22 02:17:24
233,37879535,37861927,568.0,价格过高,2025-10-22 02:17:28
234,37861927,37844009,578.0,价格过高,2025-10-22 02:17:33
235,37844009,37826091,578.0,价格过高,2025-10-22 02:17:37
236,37826091,37810653,498.0,价格过高,2025-10-22 02:17:40
237,37810653,37793665,548.0,价格过高,2025-10-22 02:17:44
238,37793665,37778227,498.0,价格过高,2025-10-22 02:17:48
239,37778227,37760309,578.0,价格过高,2025-10-22 02:17:52
240,37760309,37742391,578.0,价格过高,2025-10-22 02:17:56
241,37742391,37729743,408.0,购买成功(200x10),2025-10-22 02:18:02
242,37333643,37315725,578.0,价格过高,2025-10-22 02:18:06
243,37315725,37300287,498.0,价格过高,2025-10-22 02:18:10
244,37300287,37282369,578.0,价格过高,2025-10-22 02:18:14
245,37282369,37265381,548.0,价格过高,2025-10-22 02:18:18
246,37265381,37249943,498.0,价格过高,2025-10-22 02:18:22
247,37249943,37231715,588.0,价格过高,2025-10-22 02:18:26
248,37231715,37213487,588.0,价格过高,2025-10-22 02:18:30
249,37213487,37195569,578.0,价格过高,2025-10-22 02:18:34
250,37195569,37182611,418.0,购买成功(200x10),2025-10-22 02:18:40
251,36788771,36770543,588.0,价格过高,2025-10-22 02:18:44
252,336752315,336734397,578.0,价格过高,2025-10-22 02:18:49
253,336734397,336716169,588.0,价格过高,2025-10-22 02:18:52
254,336716169,336701041,488.0,价格过高,2025-10-22 02:18:56
255,336701041,336682813,588.0,价格过高,2025-10-22 02:19:00
256,336682813,336664585,588.0,价格过高,2025-10-22 02:19:04
257,336664585,336646667,578.0,价格过高,2025-10-22 02:19:08
258,336646667,336628929,572.2,价格过高,2025-10-22 02:19:12
259,336628929,336610701,588.0,价格过高,2025-10-22 02:19:16
260,336610701,336592473,588.0,价格过高,2025-10-22 02:19:20
261,336592473,336574245,588.0,价格过高,2025-10-22 02:19:24
262,336538099,336519871,588.0,价格过高,2025-10-22 02:19:29
263,336484035,336466117,578.0,价格过高,2025-10-22 02:19:35
264,336466117,336448509,568.0,价格过高,2025-10-22 02:19:39
265,336448509,336432761,508.0,价格过高,2025-10-22 02:19:43
266,336432761,336414533,588.0,价格过高,2025-10-22 02:19:47
267,336414533,336398785,508.0,价格过高,2025-10-22 02:19:51
268,336398785,336385207,438.0,购买成功(200x10),2025-10-22 02:19:57
269,335978807,335961199,568.0,价格过高,2025-10-22 02:20:01
270,335961199,335947621,438.0,购买成功(200x10),2025-10-22 02:20:07
271,35537221,35523953,428.0,购买成功(200x10),2025-10-22 02:20:13
272,35097635,35079717,578.0,价格过高,2025-10-22 02:20:18
273,35079717,35061489,588.0,价格过高,2025-10-22 02:20:22
274,35061489,35045741,508.0,价格过高,2025-10-22 02:20:26
275,35045741,35027513,588.0,价格过高,2025-10-22 02:20:30
276,35027513,35011765,508.0,价格过高,2025-10-22 02:20:34
277,35011765,34996947,478.0,价格过高,2025-10-22 02:20:38
278,334978719,334961421,558.0,价格过高,2025-10-22 02:20:42
279,334961421,334943193,588.0,价格过高,2025-10-22 02:20:46
280,334943193,334925275,578.0,价格过高,2025-10-22 02:20:50
281,334925275,334910457,478.0,价格过高,2025-10-22 02:20:54
282,334842505,334830477,388.0,购买成功(200x10),2025-10-22 02:21:04
283,334380077,334362779,558.0,价格过高,2025-10-22 02:21:08
284,334362779,334345481,558.0,价格过高,2025-10-22 02:21:12
285,334345481,334328183,558.0,价格过高,2025-10-22 02:21:16
286,334328183,334310885,558.0,价格过高,2025-10-22 02:21:20
287,334310885,334293277,568.0,价格过高,2025-10-22 02:21:24
288,334293277,334275359,578.0,价格过高,2025-10-22 02:21:27
289,334275359,334257441,578.0,价格过高,2025-10-22 02:21:31
290,334257441,334239523,578.0,价格过高,2025-10-22 02:21:35
291,334239523,334221605,578.0,价格过高,2025-10-22 02:21:39
292,334221605,334203687,578.0,价格过高,2025-10-22 02:21:43
293,334167541,334155513,388.0,购买成功(200x10),2025-10-22 02:21:51
294,33739113,33721815,558.0,价格过高,2025-10-22 02:21:55
295,33721815,33705447,528.0,价格过高,2025-10-22 02:21:59
296,33705447,33687219,588.0,价格过高,2025-10-22 02:22:03
297,33687219,33669921,558.0,价格过高,2025-10-22 02:22:07
298,33669921,33652623,558.0,价格过高,2025-10-22 02:22:11
299,33652623,33635325,558.0,价格过高,2025-10-22 02:22:15
300,33635325,33617407,578.0,价格过高,2025-10-22 02:22:19
301,33617407,33600729,538.0,价格过高,2025-10-22 02:22:22
302,33600729,33583681,549.9,价格过高,2025-10-22 02:22:26
303,33583681,33567003,538.0,价格过高,2025-10-22 02:22:30
304,33567003,33554045,418.0,购买成功(200x10),2025-10-22 02:22:36
305,33275245,33257637,568.0,价格过高,2025-10-22 02:22:40
306,33257637,33240029,568.0,价格过高,2025-10-22 02:22:44
307,33240029,33222421,568.0,价格过高,2025-10-22 02:22:48
308,33222421,33209463,418.0,购买成功(200x10),2025-10-22 02:22:54
309,332815145,332797227,578.0,价格过高,2025-10-22 02:22:59
310,332797227,332780549,538.0,价格过高,2025-10-22 02:23:03
311,332722207,332709249,418.0,购买成功(200x10),2025-10-22 02:23:13
312,332326849,332309241,568.0,价格过高,2025-10-22 02:23:17
313,332309241,332295973,428.0,购买成功(200x10),2025-10-22 02:23:23
314,32001173,31987905,428.0,购买成功(200x10),2025-10-22 02:23:29
315,31571555,31554567,548.0,价格过高,2025-10-22 02:23:33
316,31554567,31536959,568.0,价格过高,2025-10-22 02:23:37
317,31536959,31519351,568.0,价格过高,2025-10-22 02:23:42
318,31519351,31501743,568.0,价格过高,2025-10-22 02:23:46
319,31501743,31483825,578.0,价格过高,2025-10-22 02:23:50
320,31483825,31470557,428.0,购买成功(200x10),2025-10-22 02:23:56
321,31041057,31027789,428.0,购买成功(200x10),2025-10-22 02:24:03
322,30611389,30593781,568.0,价格过高,2025-10-22 02:24:07
323,30593781,30576173,568.0,价格过高,2025-10-22 02:24:10
324,30576173,30561355,478.0,价格过高,2025-10-22 02:24:14
325,30561355,30543747,568.0,价格过高,2025-10-22 02:24:18
326,30543747,30525829,578.0,价格过高,2025-10-22 02:24:22
327,30525829,30507911,578.0,价格过高,2025-10-22 02:24:26
328,330454157,330441509,408.0,购买成功(200x10),2025-10-22 02:24:36
329,30108791,30090873,578.0,价格过高,2025-10-22 02:24:41
330,30090873,30076055,478.0,价格过高,2025-10-22 02:24:45
331,30076055,30058447,568.0,价格过高,2025-10-22 02:24:48
332,30058447,30043629,478.0,价格过高,2025-10-22 02:24:52
333,30043629,30025711,578.0,价格过高,2025-10-22 02:24:56
334,30025711,30007793,578.0,价格过高,2025-10-22 02:25:00
335,30007793,29990185,568.0,价格过高,2025-10-22 02:25:04
336,29990185,29977847,398.0,购买成功(200x10),2025-10-22 02:25:10
337,29595447,29577839,568.0,价格过高,2025-10-22 02:25:14
338,29577839,29559921,578.0,价格过高,2025-10-22 02:25:18
339,29559921,29542003,578.0,价格过高,2025-10-22 02:25:22
340,29542003,29526565,498.0,价格过高,2025-10-22 02:25:26
341,29526565,29511127,498.0,价格过高,2025-10-22 02:25:30
342,29511127,29493209,578.0,价格过高,2025-10-22 02:25:34
343,29493209,29476221,548.0,价格过高,2025-10-22 02:25:38
344,29476221,29459233,548.0,价格过高,2025-10-22 02:25:42
345,29459233,29441315,578.0,价格过高,2025-10-22 02:25:46
346,29441315,29423087,588.0,价格过高,2025-10-22 02:25:49
347,29423087,29404859,588.0,价格过高,2025-10-22 02:25:53
348,29404859,29386941,578.0,价格过高,2025-10-22 02:25:57
349,29386941,29369333,568.0,价格过高,2025-10-22 02:26:01
350,29369333,29351725,568.0,价格过高,2025-10-22 02:26:05
351,29351725,29334427,558.0,价格过高,2025-10-22 02:26:09
352,29334427,29316819,568.0,价格过高,2025-10-22 02:26:13
353,29316819,29301381,498.0,价格过高,2025-10-22 02:26:17
354,29301381,29283463,578.0,价格过高,2025-10-22 02:26:21
355,29283463,29265235,588.0,价格过高,2025-10-22 02:26:26
356,29265235,29247007,588.0,价格过高,2025-10-22 02:26:30
357,29247007,29231879,488.0,价格过高,2025-10-22 02:26:33
358,29231879,29213961,578.0,价格过高,2025-10-22 02:26:37
359,29213961,29201313,408.0,购买成功(200x10),2025-10-22 02:26:44
360,28850513,28832905,568.0,价格过高,2025-10-22 02:26:47
361,28832905,28817467,498.0,价格过高,2025-10-22 02:26:51
362,28817467,28802339,488.0,价格过高,2025-10-22 02:26:55
363,28802339,28787211,488.0,价格过高,2025-10-22 02:26:59
364,28787211,28769293,578.0,价格过高,2025-10-22 02:27:03
365,28769293,28751375,578.0,价格过高,2025-10-22 02:27:07
366,28751375,28736247,488.0,价格过高,2025-10-22 02:27:11
367,28736247,28723599,408.0,购买成功(200x10),2025-10-22 02:27:17
368,28345199,28330381,478.0,价格过高,2025-10-22 02:27:22
369,28330381,28312463,578.0,价格过高,2025-10-22 02:27:26
370,28312463,28294855,568.0,价格过高,2025-10-22 02:27:31
371,28294855,28277247,568.0,价格过高,2025-10-22 02:27:35
372,28277247,28259019,588.0,价格过高,2025-10-22 02:27:38
373,28259019,28240791,588.0,价格过高,2025-10-22 02:27:42
374,28240791,28223803,548.0,价格过高,2025-10-22 02:27:46
375,28223803,28205885,578.0,价格过高,2025-10-22 02:27:50
376,28205885,28191067,478.0,价格过高,2025-10-22 02:27:54
377,28191067,28176249,478.0,价格过高,2025-10-22 02:27:58
378,28176249,28159261,548.0,价格过高,2025-10-22 02:28:02
379,28159261,28142273,548.0,价格过高,2025-10-22 02:28:06
380,28142273,28124045,588.0,价格过高,2025-10-22 02:28:10
381,28124045,28107057,548.0,价格过高,2025-10-22 02:28:14
382,28107057,28093479,438.0,购买成功(200x10),2025-10-22 02:28:20
383,27752679,27734761,578.0,价格过高,2025-10-22 02:28:24
384,27734761,27717773,548.0,价格过高,2025-10-22 02:28:28
385,27717773,27699855,578.0,价格过高,2025-10-22 02:28:32
386,27699855,27686277,438.0,购买成功(200x10),2025-10-22 02:28:38
387,27285877,27268889,548.0,价格过高,2025-10-22 02:28:42
388,27268889,27251901,548.0,价格过高,2025-10-22 02:28:46
389,27251901,27236463,498.0,价格过高,2025-10-22 02:28:50
390,27236463,27219475,548.0,价格过高,2025-10-22 02:28:53
391,27219475,27205897,438.0,购买成功(200x10),2025-10-22 02:29:00
392,26789497,26772509,548.0,价格过高,2025-10-22 02:29:04
393,26772509,26755521,548.0,价格过高,2025-10-22 02:29:07
394,26755521,26742253,428.0,购买成功(200x10),2025-10-22 02:29:14
395,26310063,26296795,428.0,购买成功(200x10),2025-10-22 02:29:20
396,25860395,25842787,568.0,价格过高,2025-10-22 02:29:24
397,25842787,25825799,548.0,价格过高,2025-10-22 02:29:28
398,25825799,25812531,428.0,购买成功(200x10),2025-10-22 02:29:35
399,25384131,25366213,578.0,价格过高,2025-10-22 02:29:39
400,25366213,25348605,568.0,价格过高,2025-10-22 02:29:42
401,25348605,25330687,578.0,价格过高,2025-10-22 02:29:46
402,25330687,25312769,578.0,价格过高,2025-10-22 02:29:50
403,25312769,25294851,578.0,价格过高,2025-10-22 02:29:54
404,25294851,25276933,578.0,价格过高,2025-10-22 02:29:58
405,25276933,25259635,558.0,价格过高,2025-10-22 02:30:02
406,25259635,25242337,558.0,价格过高,2025-10-22 02:30:06
407,25242337,25225039,558.0,价格过高,2025-10-22 02:30:10
408,25225039,25207121,578.0,价格过高,2025-10-22 02:30:14
409,25207121,25191373,508.0,价格过高,2025-10-22 02:30:18
410,25191373,25175625,508.0,价格过高,2025-10-22 02:30:22
411,25175625,25157707,578.0,价格过高,2025-10-22 02:30:26
412,25157707,25139479,588.0,价格过高,2025-10-22 02:30:30
413,25139479,25123731,508.0,价格过高,2025-10-22 02:30:34
414,25123731,25106123,568.0,价格过高,2025-10-22 02:30:38
415,25106123,25092855,428.0,购买成功(200x10),2025-10-22 02:30:44
416,24676455,24663187,428.0,购买成功(200x10),2025-10-22 02:30:51
417,24292787,24275489,558.0,价格过高,2025-10-22 02:30:54
418,24275489,24259741,508.0,价格过高,2025-10-22 02:30:58
419,24259741,24241823,578.0,价格过高,2025-10-22 02:31:02
420,24241823,24223905,578.0,价格过高,2025-10-22 02:31:06
421,24223905,24208157,508.0,价格过高,2025-10-22 02:31:10
422,24208157,24192409,508.0,价格过高,2025-10-22 02:31:14
423,24192409,24174491,578.0,价格过高,2025-10-22 02:31:18
424,24174491,24157193,558.0,价格过高,2025-10-22 02:31:22
425,24157193,24139585,568.0,价格过高,2025-10-22 02:31:26
426,24139585,24121977,568.0,价格过高,2025-10-22 02:31:30
427,24121977,24104059,578.0,价格过高,2025-10-22 02:31:34
