检测次数,购买前余额,购买后余额,单价,动作,时间
65,50190092,50173104,548.0,价格过高,2025-10-20 02:04:46
66,50173104,50155806,558.0,价格过高,2025-10-20 02:04:51
67,50155806,50143158,408.0,购买成功(200x3),2025-10-20 02:04:56
68,50055558,50038570,548.0,价格过高,2025-10-20 02:05:00
69,50038570,50021582,548.0,价格过高,2025-10-20 02:05:04
70,50021582,50004594,548.0,价格过高,2025-10-20 02:05:08
71,50004594,49991946,408.0,购买成功(200x3),2025-10-20 02:05:13
72,49878346,49861358,548.0,价格过高,2025-10-20 02:05:17
73,49861358,49844370,548.0,价格过高,2025-10-20 02:05:21
74,49844370,49827382,548.0,价格过高,2025-10-20 02:05:25
75,49827382,49809774,568.0,价格过高,2025-10-20 02:05:29
76,49809774,49797126,408.0,购买成功(200x3),2025-10-20 02:05:34
77,49705526,49688228,558.0,价格过高,2025-10-20 02:05:38
78,49688228,49675580,408.0,购买成功(200x3),2025-10-20 02:05:43
79,49593980,49577612,528.0,价格过高,2025-10-20 02:05:47
80,49577612,49560314,558.0,价格过高,2025-10-20 02:05:51
81,49560314,49543016,558.0,价格过高,2025-10-20 02:05:55
82,49543016,49526028,548.0,价格过高,2025-10-20 02:06:01
83,49526028,49508730,558.0,价格过高,2025-10-20 02:06:05
84,49508730,49494532,458.0,价格过高,2025-10-20 02:06:09
85,49494532,49480334,458.0,价格过高,2025-10-20 02:06:13
86,49480334,49463036,558.0,价格过高,2025-10-20 02:06:17
87,49463036,49448838,458.0,价格过高,2025-10-20 02:06:21
88,49448838,49436190,408.0,购买成功(200x3),2025-10-20 02:06:27
89,49354590,49337602,548.0,价格过高,2025-10-20 02:06:31
90,49337602,49324954,408.0,购买成功(200x3),2025-10-20 02:06:36
91,49243354,49230706,408.0,购买成功(200x3),2025-10-20 02:06:41
92,49149106,49134598,468.0,价格过高,2025-10-20 02:06:45
93,49134598,49117300,558.0,价格过高,2025-10-20 02:06:50
94,49117300,49100312,548.0,价格过高,2025-10-20 02:06:54
95,49100312,49085804,468.0,价格过高,2025-10-20 02:06:58
96,49085804,49068816,548.0,价格过高,2025-10-20 02:07:02
97,49068816,49051518,558.0,价格过高,2025-10-20 02:07:06
98,49051518,49034530,548.0,价格过高,2025-10-20 02:07:10
99,49034530,49017232,558.0,价格过高,2025-10-20 02:07:15
100,49017232,49002724,468.0,价格过高,2025-10-20 02:07:19
101,49002724,48990696,388.0,购买成功(200x3),2025-10-20 02:07:23
102,48913096,48895798,558.0,价格过高,2025-10-20 02:07:28
103,48895798,48878500,558.0,价格过高,2025-10-20 02:07:32
104,48878500,48861202,558.0,价格过高,2025-10-20 02:07:36
105,48861202,48843904,558.0,价格过高,2025-10-20 02:07:40
106,48843904,48826606,558.0,价格过高,2025-10-20 02:07:44
107,48826606,48809308,558.0,价格过高,2025-10-20 02:07:48
108,48809308,48797280,388.0,购买成功(200x3),2025-10-20 02:07:53
109,48685680,48668382,558.0,价格过高,2025-10-20 02:07:57
110,48668382,48651704,538.0,价格过高,2025-10-20 02:08:01
111,48651704,48634096,568.0,价格过高,2025-10-20 02:08:06
112,48634096,48616488,568.0,价格过高,2025-10-20 02:08:10
113,48616488,48603220,428.0,购买成功(200x3),2025-10-20 02:08:15
114,48603220,48585922,558.0,价格过高,2025-10-20 02:08:19
115,48585922,48568624,558.0,价格过高,2025-10-20 02:08:23
116,48568624,48551946,538.0,价格过高,2025-10-20 02:08:27
117,48551946,48535268,538.0,价格过高,2025-10-20 02:08:31
118,48535268,48518280,548.0,价格过高,2025-10-20 02:08:35
119,48518280,48505012,428.0,购买成功(200x3),2025-10-20 02:08:40
120,48505012,48492364,408.0,购买成功(200x3),2025-10-20 02:08:45
121,48410764,48396256,468.0,价格过高,2025-10-20 02:08:49
122,48396256,48383608,408.0,购买成功(200x3),2025-10-20 02:08:54
123,48302008,48284400,568.0,价格过高,2025-10-20 02:08:58
124,48284400,48266792,568.0,价格过高,2025-10-20 02:09:02
125,48266792,48249184,568.0,价格过高,2025-10-20 02:09:06
126,48249184,48232816,528.0,价格过高,2025-10-20 02:09:10
127,48232816,48215798,549.0,价格过高,2025-10-20 02:09:14
128,48215798,48199430,528.0,价格过高,2025-10-20 02:09:18
129,48199430,48182132,558.0,价格过高,2025-10-20 02:09:22
130,48182132,48165144,548.0,价格过高,2025-10-20 02:09:26
131,48165144,48148776,528.0,价格过高,2025-10-20 02:09:30
132,48148776,48132388,528.6,价格过高,2025-10-20 02:09:34
133,48132388,48116890,499.9,价格过高,2025-10-20 02:09:38
134,48116890,48099592,558.0,价格过高,2025-10-20 02:09:42
135,48099592,48082294,558.0,价格过高,2025-10-20 02:09:46
136,48082294,48064996,558.0,价格过高,2025-10-20 02:09:50
137,48064996,48047698,558.0,价格过高,2025-10-20 02:09:54
138,48047698,48032260,498.0,价格过高,2025-10-20 02:09:58
139,48032260,48014962,558.0,价格过高,2025-10-20 02:10:02
140,48014962,47997664,558.0,价格过高,2025-10-20 02:10:06
141,47997664,47984086,438.0,购买成功(200x3),2025-10-20 02:10:11
142,47884486,47867188,558.0,价格过高,2025-10-20 02:10:15
143,47867188,47849890,558.0,价格过高,2025-10-20 02:10:19
144,47849890,47836312,438.0,购买成功(200x3),2025-10-20 02:10:24
145,47748712,47733274,498.0,价格过高,2025-10-20 02:10:28
146,47733274,47715976,558.0,价格过高,2025-10-20 02:10:32
147,47715976,47698988,548.0,价格过高,2025-10-20 02:10:36
148,47698988,47681690,558.0,价格过高,2025-10-20 02:10:41
149,47681690,47664392,558.0,价格过高,2025-10-20 02:10:45
150,47664392,47647094,558.0,价格过高,2025-10-20 02:10:49
151,47647094,47631966,488.0,价格过高,2025-10-20 02:10:53
152,47631966,47618388,438.0,购买成功(200x3),2025-10-20 02:10:58
153,47530788,47515660,488.0,价格过高,2025-10-20 02:11:02
154,47515660,47502082,438.0,购买成功(200x3),2025-10-20 02:11:06
155,47414482,47397184,558.0,价格过高,2025-10-20 02:11:11
156,47397184,47382056,488.0,价格过高,2025-10-20 02:11:15
157,47382056,47366928,488.0,价格过高,2025-10-20 02:11:19
158,47366928,47349630,558.0,价格过高,2025-10-20 02:11:24
159,47349630,47332642,548.0,价格过高,2025-10-20 02:11:28
160,47332642,47317514,488.0,价格过高,2025-10-20 02:11:32
161,47317514,47300526,548.0,价格过高,2025-10-20 02:11:36
162,47300526,47283588,546.4,价格过高,2025-10-20 02:11:40
163,47283588,47266600,548.0,价格过高,2025-10-20 02:11:44
164,47266600,47250232,528.0,价格过高,2025-10-20 02:11:48
165,47250232,47232934,558.0,价格过高,2025-10-20 02:11:52
166,47232934,47219356,438.0,购买成功(200x3),2025-10-20 02:11:57
167,47105756,47089078,538.0,价格过高,2025-10-20 02:12:01
168,47089078,47072060,549.0,价格过高,2025-10-20 02:12:05
169,47072060,47058792,428.0,购买成功(200x3),2025-10-20 02:12:10
170,46973192,46956204,548.0,价格过高,2025-10-20 02:12:14
171,46956204,46938906,558.0,价格过高,2025-10-20 02:12:18
172,46938906,46921918,548.0,价格过高,2025-10-20 02:12:22
173,46921918,46905550,528.0,价格过高,2025-10-20 02:12:26
174,46905550,46888252,558.0,价格过高,2025-10-20 02:12:30
175,46888252,46870644,568.0,价格过高,2025-10-20 02:12:34
176,46870644,46855206,498.0,价格过高,2025-10-20 02:12:38
177,46855206,46837908,558.0,价格过高,2025-10-20 02:12:42
178,46837908,46820610,558.0,价格过高,2025-10-20 02:12:46
179,46820610,46805172,498.0,价格过高,2025-10-20 02:12:50
180,46805172,46792214,418.0,购买成功(200x3),2025-10-20 02:12:55
181,46686614,46673656,418.0,购买成功(200x3),2025-10-20 02:13:01
182,46590056,46577098,418.0,购买成功(200x3),2025-10-20 02:13:06
183,46467498,46450200,558.0,价格过高,2025-10-20 02:13:10
184,46450200,46433832,528.0,价格过高,2025-10-20 02:13:14
185,46433832,46417464,528.0,价格过高,2025-10-20 02:13:18
186,46417464,46401096,528.0,价格过高,2025-10-20 02:13:23
187,46401096,46385968,488.0,价格过高,2025-10-20 02:13:27
188,46385968,46370840,488.0,价格过高,2025-10-20 02:13:31
189,46370840,46353232,568.0,价格过高,2025-10-20 02:13:35
190,46353232,46335624,568.0,价格过高,2025-10-20 02:13:39
191,46335624,46320496,488.0,价格过高,2025-10-20 02:13:43
192,46320496,46303198,558.0,价格过高,2025-10-20 02:13:47
193,46303198,46289620,438.0,购买成功(200x3),2025-10-20 02:13:52
194,46188020,46170412,568.0,价格过高,2025-10-20 02:13:56
195,46170412,46156834,438.0,购买成功(200x3),2025-10-20 02:14:02
196,46045234,46028246,548.0,价格过高,2025-10-20 02:14:06
197,46028246,46014668,438.0,购买成功(200x3),2025-10-20 02:14:11
198,45927068,45911320,508.0,价格过高,2025-10-20 02:14:15
199,45911320,45893712,568.0,价格过高,2025-10-20 02:14:19
200,45893712,45877964,508.0,价格过高,2025-10-20 02:14:23
201,45877964,45860356,568.0,价格过高,2025-10-20 02:14:28
202,45860356,45842748,568.0,价格过高,2025-10-20 02:14:32
203,45842748,45825140,568.0,价格过高,2025-10-20 02:14:37
204,45825140,45807842,558.0,价格过高,2025-10-20 02:14:41
205,45807842,45790234,568.0,价格过高,2025-10-20 02:14:45
206,45790234,45772626,568.0,价格过高,2025-10-20 02:14:49
207,45772626,45759668,418.0,购买成功(200x3),2025-10-20 02:14:54
208,45646068,45630320,508.0,价格过高,2025-10-20 02:14:58
209,45630320,45612712,568.0,价格过高,2025-10-20 02:15:02
210,45612712,45596964,508.0,价格过高,2025-10-20 02:15:06
211,45596964,45579666,558.0,价格过高,2025-10-20 02:15:11
212,45579666,45562368,558.0,价格过高,2025-10-20 02:15:15
213,45562368,45546620,508.0,价格过高,2025-10-20 02:15:19
214,45546620,45529912,539.0,价格过高,2025-10-20 02:15:23
215,45529912,45514164,508.0,价格过高,2025-10-20 02:15:27
216,45514164,45501206,418.0,购买成功(200x3),2025-10-20 02:15:32
217,45417606,45400618,548.0,价格过高,2025-10-20 02:15:36
218,45400618,45384250,528.0,价格过高,2025-10-20 02:15:40
219,45384250,45371292,418.0,购买成功(200x3),2025-10-20 02:15:45
220,45287692,45270084,568.0,价格过高,2025-10-20 02:15:49
221,45270084,45253096,548.0,价格过高,2025-10-20 02:15:53
222,45253096,45235798,558.0,价格过高,2025-10-20 02:15:57
223,45235798,45220980,478.0,价格过高,2025-10-20 02:16:01
224,45220980,45203642,559.3,价格过高,2025-10-20 02:16:05
225,45203642,45186344,558.0,价格过高,2025-10-20 02:16:09
226,45186344,45169046,558.0,价格过高,2025-10-20 02:16:13
227,45169046,45151748,558.0,价格过高,2025-10-20 02:16:17
228,45151748,45136930,478.0,价格过高,2025-10-20 02:16:21
229,45136930,45122112,478.0,价格过高,2025-10-20 02:16:25
230,45122112,45104504,568.0,价格过高,2025-10-20 02:16:29
231,45104504,45087206,558.0,价格过高,2025-10-20 02:16:33
232,45087206,45069908,558.0,价格过高,2025-10-20 02:16:37
233,45069908,45054470,498.0,价格过高,2025-10-20 02:16:41
234,45054470,45039032,498.0,价格过高,2025-10-20 02:16:45
235,45039032,45022044,548.0,价格过高,2025-10-20 02:16:49
236,45022044,45007226,478.0,价格过高,2025-10-20 02:16:53
237,45007226,44992408,478.0,价格过高,2025-10-20 02:17:00
238,44992408,44975110,558.0,价格过高,2025-10-20 02:17:04
239,44975110,44957812,558.0,价格过高,2025-10-20 02:17:08
240,44957812,44940204,568.0,价格过高,2025-10-20 02:17:12
241,44940204,44922906,558.0,价格过高,2025-10-20 02:17:16
242,44922906,44907468,498.0,价格过高,2025-10-20 02:17:20
243,44907468,44890480,548.0,价格过高,2025-10-20 02:17:24
244,44890480,44873262,555.4,价格过高,2025-10-20 02:17:28
245,44873262,44857824,498.0,价格过高,2025-10-20 02:17:32
246,44857824,44840526,558.0,价格过高,2025-10-20 02:17:36
247,44840526,44823228,558.0,价格过高,2025-10-20 02:17:40
248,44823228,44806240,548.0,价格过高,2025-10-20 02:17:44
249,44806240,44788632,568.0,价格过高,2025-10-20 02:17:48
250,44788632,44772844,509.3,价格过高,2025-10-20 02:17:52
251,44772844,44755546,558.0,价格过高,2025-10-20 02:17:56
252,44755546,44740108,498.0,价格过高,2025-10-20 02:18:00
253,44740108,44724670,498.0,价格过高,2025-10-20 02:18:04
254,44724670,44709232,498.0,价格过高,2025-10-20 02:18:08
255,44709232,44693794,498.0,价格过高,2025-10-20 02:18:12
256,44693794,44676806,548.0,价格过高,2025-10-20 02:18:16
257,44676806,44660128,538.0,价格过高,2025-10-20 02:18:20
258,44660128,44643140,548.0,价格过高,2025-10-20 02:18:24
259,44643140,44625842,558.0,价格过高,2025-10-20 02:18:28
260,44625842,44608544,558.0,价格过高,2025-10-20 02:18:32
261,44608544,44591246,558.0,价格过高,2025-10-20 02:18:36
262,44591246,44573948,558.0,价格过高,2025-10-20 02:18:41
263,44573948,44556650,558.0,价格过高,2025-10-20 02:18:45
264,44556650,44539352,558.0,价格过高,2025-10-20 02:18:50
265,44539352,44522054,558.0,价格过高,2025-10-20 02:18:54
266,44522054,44504756,558.0,价格过高,2025-10-20 02:18:58
267,44504756,44487458,558.0,价格过高,2025-10-20 02:19:02
268,44487458,44469850,568.0,价格过高,2025-10-20 02:19:06
269,44469850,44457202,408.0,购买成功(200x3),2025-10-20 02:19:11
270,44345602,44327994,568.0,价格过高,2025-10-20 02:19:15
271,44327994,44313486,468.0,价格过高,2025-10-20 02:19:19
272,44313486,44296188,558.0,价格过高,2025-10-20 02:19:23
273,44296188,44283540,408.0,购买成功(200x3),2025-10-20 02:19:28
274,44171940,44154332,568.0,价格过高,2025-10-20 02:19:33
275,44154332,44137034,558.0,价格过高,2025-10-20 02:19:37
276,44137034,44119736,558.0,价格过高,2025-10-20 02:19:41
277,44119736,44107088,408.0,购买成功(200x3),2025-10-20 02:19:46
278,44025488,44008190,558.0,价格过高,2025-10-20 02:19:50
279,44008190,43993682,468.0,价格过高,2025-10-20 02:19:54
280,43993682,43980724,418.0,购买成功(200x3),2025-10-20 02:19:59
281,43887124,43869826,558.0,价格过高,2025-10-20 02:20:04
282,43869826,43852838,548.0,价格过高,2025-10-20 02:20:08
283,43852838,43838330,468.0,价格过高,2025-10-20 02:20:12
284,43838330,43825372,418.0,购买成功(200x3),2025-10-20 02:20:17
285,43741772,43724784,548.0,价格过高,2025-10-20 02:20:21
286,43724784,43707486,558.0,价格过高,2025-10-20 02:20:25
287,43707486,43691738,508.0,价格过高,2025-10-20 02:20:29
288,43691738,43679090,408.0,购买成功(200x3),2025-10-20 02:20:34
289,43567490,43554842,408.0,购买成功(200x3),2025-10-20 02:20:39
290,43473242,43456254,548.0,价格过高,2025-10-20 02:20:43
291,43456254,43440506,508.0,价格过高,2025-10-20 02:20:47
292,43440506,43425068,498.0,价格过高,2025-10-20 02:20:51
293,43425068,43409320,508.0,价格过高,2025-10-20 02:20:55
294,43409320,43392332,548.0,价格过高,2025-10-20 02:20:59
295,43392332,43379684,408.0,购买成功(200x3),2025-10-20 02:21:04
296,43298084,43282336,508.0,价格过高,2025-10-20 02:21:09
297,43282336,43265038,558.0,价格过高,2025-10-20 02:21:13
298,43265038,43247740,558.0,价格过高,2025-10-20 02:21:17
299,43247740,43230752,548.0,价格过高,2025-10-20 02:21:22
300,43230752,43216244,468.0,价格过高,2025-10-20 02:21:26
301,43216244,43198946,558.0,价格过高,2025-10-20 02:21:30
302,43198946,43184438,468.0,价格过高,2025-10-20 02:21:34
303,43184438,43166910,565.4,价格过高,2025-10-20 02:21:38
304,43166910,43149302,568.0,价格过高,2025-10-20 02:21:42
305,43149302,43132004,558.0,价格过高,2025-10-20 02:21:46
306,43132004,43114706,558.0,价格过高,2025-10-20 02:21:50
307,43114706,43097408,558.0,价格过高,2025-10-20 02:21:54
308,43097408,43080110,558.0,价格过高,2025-10-20 02:21:58
309,43080110,43062812,558.0,价格过高,2025-10-20 02:22:03
310,43062812,43045514,558.0,价格过高,2025-10-20 02:22:07
311,43045514,43028216,558.0,价格过高,2025-10-20 02:22:11
312,43028216,43014948,428.0,购买成功(200x3),2025-10-20 02:22:16
313,42903348,42887910,498.0,价格过高,2025-10-20 02:22:20
314,42887910,42874642,428.0,购买成功(200x3),2025-10-20 02:22:24
315,42763042,42747604,498.0,价格过高,2025-10-20 02:22:29
316,42747604,42730306,558.0,价格过高,2025-10-20 02:22:33
317,42730306,42713008,558.0,价格过高,2025-10-20 02:22:37
318,42713008,42695710,558.0,价格过高,2025-10-20 02:22:41
319,42695710,42679032,538.0,价格过高,2025-10-20 02:22:45
320,42679032,42661734,558.0,价格过高,2025-10-20 02:22:49
321,42661734,42644746,548.0,价格过高,2025-10-20 02:22:53
322,42644746,42627758,548.0,价格过高,2025-10-20 02:22:57
323,42627758,42614490,428.0,购买成功(200x3),2025-10-20 02:23:02
324,42502890,42486212,538.0,价格过高,2025-10-20 02:23:06
325,42486212,42468914,558.0,价格过高,2025-10-20 02:23:10
326,42468914,42455646,428.0,购买成功(200x3),2025-10-20 02:23:15
327,42370046,42353678,528.0,价格过高,2025-10-20 02:23:19
328,42353678,42337000,538.0,价格过高,2025-10-20 02:23:23
329,42337000,42319702,558.0,价格过高,2025-10-20 02:23:28
330,42319702,42302404,558.0,价格过高,2025-10-20 02:23:32
331,42302404,42285416,548.0,价格过高,2025-10-20 02:23:36
332,42285416,42268738,538.0,价格过高,2025-10-20 02:23:40
333,42268738,42251440,558.0,价格过高,2025-10-20 02:23:44
334,42251440,42234142,558.0,价格过高,2025-10-20 02:23:49
335,42234142,42217154,548.0,价格过高,2025-10-20 02:23:53
336,42217154,42200476,538.0,价格过高,2025-10-20 02:23:57
337,42200476,42187208,428.0,购买成功(200x3),2025-10-20 02:24:02
338,42077608,42060310,558.0,价格过高,2025-10-20 02:24:06
339,42060310,42047042,428.0,购买成功(200x3),2025-10-20 02:24:11
340,41961442,41943834,568.0,价格过高,2025-10-20 02:24:15
341,41943834,41926846,548.0,价格过高,2025-10-20 02:24:19
342,41926846,41909548,558.0,价格过高,2025-10-20 02:24:23
343,41909548,41894420,488.0,价格过高,2025-10-20 02:24:27
344,41894420,41877122,558.0,价格过高,2025-10-20 02:24:31
345,41877122,41860444,538.0,价格过高,2025-10-20 02:24:35
346,41860444,41843766,538.0,价格过高,2025-10-20 02:24:39
347,41843766,41827708,518.0,价格过高,2025-10-20 02:24:43
348,41827708,41812580,488.0,价格过高,2025-10-20 02:24:47
349,41812580,41796212,528.0,价格过高,2025-10-20 02:24:52
350,41796212,41780464,508.0,价格过高,2025-10-20 02:24:57
351,41780464,41763166,558.0,价格过高,2025-10-20 02:25:01
352,41763166,41746488,538.0,价格过高,2025-10-20 02:25:05
353,41746488,41729190,558.0,价格过高,2025-10-20 02:25:09
354,41729190,41715922,428.0,购买成功(200x3),2025-10-20 02:25:14
355,41604322,41587024,558.0,价格过高,2025-10-20 02:25:18
356,41587024,41573756,428.0,购买成功(200x3),2025-10-20 02:25:23
357,41462156,41444858,558.0,价格过高,2025-10-20 02:25:27
358,41444858,41427870,548.0,价格过高,2025-10-20 02:25:31
359,41427870,41410572,558.0,价格过高,2025-10-20 02:25:35
360,41410572,41393274,558.0,价格过高,2025-10-20 02:25:39
361,41393274,41375976,558.0,价格过高,2025-10-20 02:25:43
362,41375976,41358678,558.0,价格过高,2025-10-20 02:25:47
363,41358678,41343110,502.2,价格过高,2025-10-20 02:25:51
364,41343110,41325812,558.0,价格过高,2025-10-20 02:25:55
365,41325812,41309444,528.0,价格过高,2025-10-20 02:25:59
366,41309444,41292146,558.0,价格过高,2025-10-20 02:26:03
367,41292146,41279188,418.0,购买成功(200x3),2025-10-20 02:26:08
368,41195588,41178290,558.0,价格过高,2025-10-20 02:26:12
369,41178290,41160992,558.0,价格过高,2025-10-20 02:26:17
370,41160992,41143694,558.0,价格过高,2025-10-20 02:26:21
371,41143694,41126706,548.0,价格过高,2025-10-20 02:26:25
372,41126706,41110958,508.0,价格过高,2025-10-20 02:26:29
373,41110958,41093660,558.0,价格过高,2025-10-20 02:26:33
374,41093660,41076362,558.0,价格过高,2025-10-20 02:26:37
375,41076362,41058754,568.0,价格过高,2025-10-20 02:26:41
376,41058754,41041456,558.0,价格过高,2025-10-20 02:26:45
377,41041456,41024158,558.0,价格过高,2025-10-20 02:26:49
378,41024158,41006550,568.0,价格过高,2025-10-20 02:26:53
379,41006550,40989252,558.0,价格过高,2025-10-20 02:26:57
380,40989252,40971954,558.0,价格过高,2025-10-20 02:27:01
381,40971954,40955366,535.1,价格过高,2025-10-20 02:27:05
382,40955366,40937758,568.0,价格过高,2025-10-20 02:27:10
383,40937758,40920460,558.0,价格过高,2025-10-20 02:27:14
384,40920460,40903162,558.0,价格过高,2025-10-20 02:27:18
385,40903162,40886174,548.0,价格过高,2025-10-20 02:27:22
386,40886174,40868566,568.0,价格过高,2025-10-20 02:27:26
387,40868566,40850958,568.0,价格过高,2025-10-20 02:27:30
388,40850958,40833350,568.0,价格过高,2025-10-20 02:27:34
389,40833350,40816672,538.0,价格过高,2025-10-20 02:27:38
390,40816672,40802474,458.0,价格过高,2025-10-20 02:27:42
391,40802474,40785176,558.0,价格过高,2025-10-20 02:27:46
392,40785176,40767568,568.0,价格过高,2025-10-20 02:27:50
393,40767568,40749960,568.0,价格过高,2025-10-20 02:27:54
394,40749960,40735452,468.0,价格过高,2025-10-20 02:27:58
395,40735452,40718154,558.0,价格过高,2025-10-20 02:28:02
396,40718154,40703646,468.0,价格过高,2025-10-20 02:28:06
397,40703646,40686038,568.0,价格过高,2025-10-20 02:28:10
398,40686038,40668430,568.0,价格过高,2025-10-20 02:28:14
399,40668430,40651132,558.0,价格过高,2025-10-20 02:28:18
400,40651132,40638174,418.0,购买成功(200x3),2025-10-20 02:28:23
401,40526574,40510206,528.0,价格过高,2025-10-20 02:28:27
402,40510206,40492908,558.0,价格过高,2025-10-20 02:28:31
403,40492908,40475300,568.0,价格过高,2025-10-20 02:28:35
404,40475300,40457692,568.0,价格过高,2025-10-20 02:28:39
405,40457692,40440394,558.0,价格过高,2025-10-20 02:28:43
406,40440394,40423096,558.0,价格过高,2025-10-20 02:28:47
407,40423096,40410138,418.0,购买成功(200x3),2025-10-20 02:28:52
408,40300228,40282930,558.0,价格过高,2025-10-20 02:28:56
409,40282930,40269352,438.0,购买成功(200x3),2025-10-20 02:29:01
410,40181752,40166624,488.0,价格过高,2025-10-20 02:29:05
411,40166624,40151496,488.0,价格过高,2025-10-20 02:29:10
412,40151496,40134198,558.0,价格过高,2025-10-20 02:29:14
413,40134198,40116590,568.0,价格过高,2025-10-20 02:29:19
414,40116590,40103012,438.0,购买成功(200x3),2025-10-20 02:29:23
415,40015412,40000284,488.0,价格过高,2025-10-20 02:29:27
416,339982676,339965068,568.0,价格过高,2025-10-20 02:29:33
417,339965068,339947460,568.0,价格过高,2025-10-20 02:29:37
418,339947460,339929852,568.0,价格过高,2025-10-20 02:29:41
419,339929852,339912244,568.0,价格过高,2025-10-20 02:29:45
420,339912244,339894946,558.0,价格过高,2025-10-20 02:29:49
421,339894946,339877648,558.0,价格过高,2025-10-20 02:29:53
422,339877648,339860350,558.0,价格过高,2025-10-20 02:29:57
423,339860350,339843362,548.0,价格过高,2025-10-20 02:30:01
424,339808456,339791158,558.0,价格过高,2025-10-20 02:30:07
425,339791158,339773860,558.0,价格过高,2025-10-20 02:30:11
426,339773860,339757182,538.0,价格过高,2025-10-20 02:30:15
427,339757182,339739884,558.0,价格过高,2025-10-20 02:30:19
428,339739884,339723516,528.0,价格过高,2025-10-20 02:30:23
429,339723516,339705908,568.0,价格过高,2025-10-20 02:30:27
