检测次数,购买前余额,购买后余额,单价,动作,时间
72,22517839,22502711,488.0,价格过高,2025-10-15 02:08:15
73,22502711,22486653,518.0,价格过高,2025-10-15 02:08:24
74,22486653,22470595,518.0,价格过高,2025-10-15 02:08:33
75,22470595,22454537,518.0,价格过高,2025-10-15 02:08:40
76,22454537,22442199,398.0,购买成功(200x5),2025-10-15 02:08:48
77,22180179,22163811,528.0,价格过高,2025-10-15 02:08:54
78,22163811,22147443,528.0,价格过高,2025-10-15 02:09:00
79,22147443,22135105,398.0,购买成功(200x5),2025-10-15 02:09:08
80,21844305,21828247,518.0,价格过高,2025-10-15 02:09:14
81,21828247,21815909,398.0,购买成功(200x5),2025-10-15 02:09:22
82,21529319,21514501,478.0,价格过高,2025-10-15 02:09:28
83,21514501,21499683,478.0,价格过高,2025-10-15 02:09:34
84,21499683,21483315,528.0,价格过高,2025-10-15 02:09:43
85,21483315,21466947,528.0,价格过高,2025-10-15 02:09:50
86,21466947,21452129,478.0,价格过高,2025-10-15 02:09:56
87,21452129,21439791,398.0,购买成功(200x5),2025-10-15 02:10:04
88,21276591,21260533,518.0,价格过高,2025-10-15 02:10:10
89,21260533,21244475,518.0,价格过高,2025-10-15 02:10:16
90,21244475,21229037,498.0,价格过高,2025-10-15 02:10:22
91,21229037,21213599,498.0,价格过高,2025-10-15 02:10:28
92,21213599,21198161,498.0,价格过高,2025-10-15 02:10:35
93,21198161,21181793,528.0,价格过高,2025-10-15 02:10:41
94,21181793,21165425,528.0,价格过高,2025-10-15 02:10:47
95,21165425,21149987,498.0,价格过高,2025-10-15 02:10:53
96,21149987,21133619,528.0,价格过高,2025-10-15 02:10:59
97,21133619,21120971,408.0,购买成功(200x5),2025-10-15 02:11:07
98,20808171,20793043,488.0,价格过高,2025-10-15 02:11:13
99,20793043,20776985,518.0,价格过高,2025-10-15 02:11:20
100,20776985,20760617,528.0,价格过高,2025-10-15 02:11:26
101,20760617,20748279,398.0,购买成功(200x5),2025-10-15 02:11:34
102,20503479,20491141,398.0,购买成功(200x5),2025-10-15 02:11:42
103,20246341,20234003,398.0,购买成功(200x5),2025-10-15 02:11:49
104,19951203,19935145,518.0,价格过高,2025-10-15 02:11:56
105,19935145,19920017,488.0,价格过高,2025-10-15 02:12:02
106,19920017,19904579,498.0,价格过高,2025-10-15 02:12:08
107,19904579,19888521,518.0,价格过高,2025-10-15 02:12:14
108,19888521,19872463,518.0,价格过高,2025-10-15 02:12:20
109,19872463,19856405,518.0,价格过高,2025-10-15 02:12:27
110,19856405,19840037,528.0,价格过高,2025-10-15 02:12:33
111,19840037,19823669,528.0,价格过高,2025-10-15 02:12:39
112,19823669,19808851,478.0,价格过高,2025-10-15 02:12:45
113,19808851,19792483,528.0,价格过高,2025-10-15 02:12:51
114,19792483,19777045,498.0,价格过高,2025-10-15 02:12:57
115,19777045,19761607,498.0,价格过高,2025-10-15 02:13:04
116,19761607,19745549,518.0,价格过高,2025-10-15 02:13:10
117,19745549,19729491,518.0,价格过高,2025-10-15 02:13:16
118,19729491,19713573,513.5,价格过高,2025-10-15 02:13:22
119,19713573,19697205,528.0,价格过高,2025-10-15 02:13:28
120,19697205,19684867,398.0,购买成功(200x5),2025-10-15 02:13:36
121,19394067,19378009,518.0,价格过高,2025-10-15 02:13:42
122,19378009,19365671,398.0,购买成功(200x5),2025-10-15 02:13:50
123,19078871,19064053,478.0,价格过高,2025-10-15 02:13:57
124,19064053,19047685,528.0,价格过高,2025-10-15 02:14:03
125,19047685,19032867,478.0,价格过高,2025-10-15 02:14:09
126,19032867,19017119,508.0,价格过高,2025-10-15 02:14:15
127,19017119,19004781,398.0,购买成功(200x5),2025-10-15 02:14:23
128,18721981,18705923,518.0,价格过高,2025-10-15 02:14:29
129,18705923,18689555,528.0,价格过高,2025-10-15 02:14:35
130,18689555,18673807,508.0,价格过高,2025-10-15 02:14:42
131,18673807,18658989,478.0,价格过高,2025-10-15 02:14:48
132,18658989,18643241,508.0,价格过高,2025-10-15 02:14:54
133,18643241,18628423,478.0,价格过高,2025-10-15 02:15:00
134,18628423,18612675,508.0,价格过高,2025-10-15 02:15:09
135,18612675,18596617,518.0,价格过高,2025-10-15 02:15:18
136,18596617,18581799,478.0,价格过高,2025-10-15 02:15:25
137,18581799,18565741,518.0,价格过高,2025-10-15 02:15:31
138,18565741,18549683,518.0,价格过高,2025-10-15 02:15:37
139,18549683,18533935,508.0,价格过高,2025-10-15 02:15:43
140,18533935,18521597,398.0,购买成功(200x5),2025-10-15 02:15:51
141,18256797,18240739,518.0,价格过高,2025-10-15 02:15:57
142,18240739,18224681,518.0,价格过高,2025-10-15 02:16:03
143,18224681,18209863,478.0,价格过高,2025-10-15 02:16:10
144,18209863,18193495,528.0,价格过高,2025-10-15 02:16:16
145,18193495,18177127,528.0,价格过高,2025-10-15 02:16:22
146,18177127,18160759,528.0,价格过高,2025-10-15 02:16:28
147,18160759,18144391,528.0,价格过高,2025-10-15 02:16:35
148,18144391,18129573,478.0,价格过高,2025-10-15 02:16:41
149,18129573,18113205,528.0,价格过高,2025-10-15 02:16:50
150,18113205,18097147,518.0,价格过高,2025-10-15 02:16:56
151,18097147,18081089,518.0,价格过高,2025-10-15 02:17:02
152,18081089,18065031,518.0,价格过高,2025-10-15 02:17:08
153,18065031,18048663,528.0,价格过高,2025-10-15 02:17:15
154,18048663,18033845,478.0,价格过高,2025-10-15 02:17:21
155,18033845,18021197,408.0,购买成功(200x5),2025-10-15 02:17:29
156,17734397,17718649,508.0,价格过高,2025-10-15 02:17:35
157,17718649,17703831,478.0,价格过高,2025-10-15 02:17:41
158,17671405,17654727,538.0,价格过高,2025-10-15 02:17:56
159,17654727,17639909,478.0,价格过高,2025-10-15 02:18:02
160,17639909,17623851,518.0,价格过高,2025-10-15 02:18:08
161,17623851,17607483,528.0,价格过高,2025-10-15 02:18:14
162,17607483,17595145,398.0,购买成功(200x5),2025-10-15 02:18:22
163,17296345,17280907,498.0,价格过高,2025-10-15 02:18:28
164,17280907,17267639,428.0,购买成功(200x5),2025-10-15 02:18:36
165,17096439,17080071,528.0,价格过高,2025-10-15 02:18:42
166,17080071,17066803,428.0,购买成功(200x5),2025-10-15 02:18:50
167,16790003,16773945,518.0,价格过高,2025-10-15 02:18:57
168,16773945,16757577,528.0,价格过高,2025-10-15 02:19:03
169,16757577,16741209,528.0,价格过高,2025-10-15 02:19:09
170,16741209,16724841,528.0,价格过高,2025-10-15 02:19:15
171,16724841,16708473,528.0,价格过高,2025-10-15 02:19:21
172,16708473,16692105,528.0,价格过高,2025-10-15 02:19:27
173,16692105,16676977,488.0,价格过高,2025-10-15 02:19:34
174,16676977,16660609,528.0,价格过高,2025-10-15 02:19:43
175,16660609,16644241,528.0,价格过高,2025-10-15 02:19:49
176,16644241,16627873,528.0,价格过高,2025-10-15 02:19:58
177,16627873,16615225,408.0,购买成功(200x5),2025-10-15 02:20:06
178,16302425,16285747,538.0,价格过高,2025-10-15 02:20:12
179,16285747,16269379,528.0,价格过高,2025-10-15 02:20:18
180,16269379,16252701,538.0,价格过高,2025-10-15 02:20:24
181,16252701,16236023,538.0,价格过高,2025-10-15 02:20:30
182,16236023,16223375,408.0,购买成功(200x5),2025-10-15 02:20:38
183,15900575,15883897,538.0,价格过高,2025-10-15 02:20:45
184,15883897,15867529,528.0,价格过高,2025-10-15 02:20:51
185,15867529,15854881,408.0,购买成功(200x5),2025-10-15 02:20:59
186,15586081,15570023,518.0,价格过高,2025-10-15 02:21:05
187,15570023,15553655,528.0,价格过高,2025-10-15 02:21:11
188,15553655,15537907,508.0,价格过高,2025-10-15 02:21:17
189,15537907,15521539,528.0,价格过高,2025-10-15 02:21:23
190,15521539,15507031,468.0,价格过高,2025-10-15 02:21:30
191,15507031,15490973,518.0,价格过高,2025-10-15 02:21:39
192,15490973,15475365,503.5,价格过高,2025-10-15 02:21:45
193,15475365,15462717,408.0,购买成功(200x5),2025-10-15 02:21:55
194,15163917,15148479,498.0,价格过高,2025-10-15 02:22:04
195,15148479,15131801,538.0,价格过高,2025-10-15 02:22:11
196,15131801,15115123,538.0,价格过高,2025-10-15 02:22:17
197,15115123,15102475,408.0,购买成功(200x5),2025-10-15 02:22:25
198,14803675,14788237,498.0,价格过高,2025-10-15 02:22:31
199,14788237,14772799,498.0,价格过高,2025-10-15 02:22:37
200,14772799,14756451,527.4,价格过高,2025-10-15 02:22:43
201,14756451,14740083,528.0,价格过高,2025-10-15 02:22:49
202,14740083,14723405,538.0,价格过高,2025-10-15 02:22:56
203,14723405,14711067,398.0,购买成功(200x5),2025-10-15 02:23:03
204,14552287,14535919,528.0,价格过高,2025-10-15 02:23:10
205,14535919,14520171,508.0,价格过高,2025-10-15 02:23:16
206,14520171,14504423,508.0,价格过高,2025-10-15 02:23:22
207,14504423,14492085,398.0,购买成功(200x5),2025-10-15 02:23:30
208,14183615,14170657,418.0,购买成功(200x5),2025-10-15 02:23:38
209,13965457,13949399,518.0,价格过高,2025-10-15 02:23:44
210,13949399,13933341,518.0,价格过高,2025-10-15 02:23:50
211,13933341,13917903,498.0,价格过高,2025-10-15 02:23:56
212,13917903,13902465,498.0,价格过高,2025-10-15 02:24:03
213,13902465,13889507,418.0,购买成功(200x5),2025-10-15 02:24:11
214,13605477,13590039,498.0,价格过高,2025-10-15 02:24:17
215,13590039,13573981,518.0,价格过高,2025-10-15 02:24:23
216,13573981,13558543,498.0,价格过高,2025-10-15 02:24:32
217,13558543,13542485,518.0,价格过高,2025-10-15 02:24:38
218,13542485,13526737,508.0,价格过高,2025-10-15 02:24:44
219,13526737,13511609,488.0,价格过高,2025-10-15 02:24:51
220,13511609,13498341,428.0,购买成功(200x5),2025-10-15 02:24:58
221,13193541,13178103,498.0,价格过高,2025-10-15 02:25:05
222,13178103,13162975,488.0,价格过高,2025-10-15 02:25:11
223,13162975,13146607,528.0,价格过高,2025-10-15 02:25:17
224,13146607,13131479,488.0,价格过高,2025-10-15 02:25:26
225,13131479,13114801,538.0,价格过高,2025-10-15 02:25:32
226,13114801,13102153,408.0,购买成功(200x5),2025-10-15 02:25:40
227,12791643,12778995,408.0,购买成功(200x5),2025-10-15 02:25:48
228,12459075,12442707,528.0,价格过高,2025-10-15 02:25:54
229,12442707,12430059,408.0,购买成功(200x5),2025-10-15 02:26:02
230,12115259,12099201,518.0,价格过高,2025-10-15 02:26:08
231,12099201,12083143,518.0,价格过高,2025-10-15 02:26:14
232,12083143,12068015,488.0,价格过高,2025-10-15 02:26:21
233,12068015,12052887,488.0,价格过高,2025-10-15 02:26:27
234,12052887,12037759,488.0,价格过高,2025-10-15 02:26:33
235,12037759,12021391,528.0,价格过高,2025-10-15 02:26:39
236,12021391,12005023,528.0,价格过高,2025-10-15 02:26:45
237,12005023,11988345,538.0,价格过高,2025-10-15 02:26:52
238,11988345,11974767,438.0,购买成功(200x5),2025-10-15 02:27:00
239,11651967,11635289,538.0,价格过高,2025-10-15 02:27:06
240,11635289,11622951,398.0,购买成功(200x5),2025-10-15 02:27:14
241,11312151,11296713,498.0,价格过高,2025-10-15 02:27:20
242,11296713,11281275,498.0,价格过高,2025-10-15 02:27:26
243,11281275,11265837,498.0,价格过高,2025-10-15 02:27:32
244,11265837,11250399,498.0,价格过高,2025-10-15 02:27:39
245,11250399,11234651,508.0,价格过高,2025-10-15 02:27:45
246,11234651,11218593,518.0,价格过高,2025-10-15 02:27:51
247,11218593,11203455,488.3,价格过高,2025-10-15 02:27:57
248,11203455,11188017,498.0,价格过高,2025-10-15 02:28:03
249,11188017,11171649,528.0,价格过高,2025-10-15 02:28:09
250,11171649,11156211,498.0,价格过高,2025-10-15 02:28:16
251,11156211,11140153,518.0,价格过高,2025-10-15 02:28:25
252,11140153,11123475,538.0,价格过高,2025-10-15 02:28:31
253,11123475,11107707,508.6,价格过高,2025-10-15 02:28:37
254,11107707,11091649,518.0,价格过高,2025-10-15 02:28:43
255,11091649,11077141,468.0,价格过高,2025-10-15 02:28:49
256,11077141,11062633,468.0,价格过高,2025-10-15 02:28:55
257,11062633,11046265,528.0,价格过高,2025-10-15 02:29:02
258,11046265,11029897,528.0,价格过高,2025-10-15 02:29:08
259,11029897,11013529,528.0,价格过高,2025-10-15 02:29:14
260,11013529,10999021,468.0,价格过高,2025-10-15 02:29:20
261,10999021,10986683,398.0,购买成功(200x5),2025-10-15 02:29:28
262,10705883,10689205,538.0,价格过高,2025-10-15 02:29:34
263,10689205,10676867,398.0,购买成功(200x5),2025-10-15 02:29:42
264,10410067,10393699,528.0,价格过高,2025-10-15 02:29:48
265,10393699,10378571,488.0,价格过高,2025-10-15 02:29:55
266,10378571,10365923,408.0,购买成功(200x5),2025-10-15 02:30:02
267,10097123,10081625,499.9,价格过高,2025-10-15 02:30:09
268,10081625,10066497,488.0,价格过高,2025-10-15 02:30:15
269,10066497,10053849,408.0,购买成功(200x5),2025-10-15 02:30:23
270,9793049,9776991,518.0,价格过高,2025-10-15 02:30:29
271,9776991,9761863,488.0,价格过高,2025-10-15 02:30:35
272,9761863,9745805,518.0,价格过高,2025-10-15 02:30:41
273,9745805,9729747,518.0,价格过高,2025-10-15 02:30:50
274,9729747,9713999,508.0,价格过高,2025-10-15 02:30:56
275,9713999,9697941,518.0,价格过高,2025-10-15 02:31:03
276,9697941,9682193,508.0,价格过高,2025-10-15 02:31:09
277,9682193,9666445,508.0,价格过高,2025-10-15 02:31:15
278,9666445,9650697,508.0,价格过高,2025-10-15 02:31:21
279,9650697,9637119,438.0,购买成功(200x5),2025-10-15 02:31:29
280,9330319,9314881,498.0,价格过高,2025-10-15 02:31:38
281,9314881,9300063,478.0,价格过高,2025-10-15 02:31:44
282,9300063,9284315,508.0,价格过高,2025-10-15 02:31:50
283,9284315,9271357,418.0,购买成功(200x5),2025-10-15 02:31:58
284,8990207,8976629,438.0,购买成功(200x5),2025-10-15 02:32:06
285,8704429,8689611,478.0,价格过高,2025-10-15 02:32:12
286,8689611,8674793,478.0,价格过高,2025-10-15 02:32:19
287,8674793,8658735,518.0,价格过高,2025-10-15 02:32:25
288,8658735,8645777,418.0,购买成功(200x5),2025-10-15 02:32:33
289,8360977,8348329,408.0,购买成功(200x5),2025-10-15 02:32:41
290,8045529,8029781,508.0,价格过高,2025-10-15 02:32:47
291,8029781,8013413,528.0,价格过高,2025-10-15 02:32:56
292,8013413,7997045,528.0,价格过高,2025-10-15 02:33:02
293,7997045,7981917,488.0,价格过高,2025-10-15 02:33:08
294,7981917,7965859,518.0,价格过高,2025-10-15 02:33:14
295,7965859,7949491,528.0,价格过高,2025-10-15 02:33:20
296,7949491,7936533,418.0,购买成功(200x5),2025-10-15 02:33:28
297,7671733,7655985,508.0,价格过高,2025-10-15 02:33:34
298,7655985,7639617,528.0,价格过高,2025-10-15 02:33:41
299,7639617,7624489,488.0,价格过高,2025-10-15 02:33:47
300,7624489,7608741,508.0,价格过高,2025-10-15 02:33:53
301,7608741,7595783,418.0,购买成功(200x5),2025-10-15 02:34:01
302,7300983,7285855,488.0,价格过高,2025-10-15 02:34:07
303,7285855,7270727,488.0,价格过高,2025-10-15 02:34:13
304,7270727,7255289,498.0,价格过高,2025-10-15 02:34:19
305,7255289,7240161,488.0,价格过高,2025-10-15 02:34:26
306,7240161,7224333,510.6,价格过高,2025-10-15 02:34:32
307,7224333,7210755,438.0,购买成功(200x5),2025-10-15 02:34:40
308,6919955,6906377,438.0,购买成功(200x5),2025-10-15 02:34:48
309,6611577,6595829,508.0,价格过高,2025-10-15 02:34:54
310,6595829,6579771,518.0,价格过高,2025-10-15 02:35:03
311,6579771,6563713,518.0,价格过高,2025-10-15 02:35:09
312,6563713,6547655,518.0,价格过高,2025-10-15 02:35:15
313,6547655,6531907,508.0,价格过高,2025-10-15 02:35:21
314,6531907,6516469,498.0,价格过高,2025-10-15 02:35:27
315,6516469,6503201,428.0,购买成功(200x5),2025-10-15 02:35:35
316,6212691,6196603,519.0,价格过高,2025-10-15 02:35:44
317,6196603,6181165,498.0,价格过高,2025-10-15 02:35:50
318,6181165,6165727,498.0,价格过高,2025-10-15 02:35:57
319,6165727,6150289,498.0,价格过高,2025-10-15 02:36:03
320,6150289,6137021,428.0,购买成功(200x5),2025-10-15 02:36:11
321,5951851,5937653,458.0,价格过高,2025-10-15 02:36:17
322,5937653,5922215,498.0,价格过高,2025-10-15 02:36:23
323,5922215,5906777,498.0,价格过高,2025-10-15 02:36:29
324,5906777,5891339,498.0,价格过高,2025-10-15 02:36:35
325,5891339,5875901,498.0,价格过高,2025-10-15 02:36:42
326,5875901,5860463,498.0,价格过高,2025-10-15 02:36:48
327,5860463,5844715,508.0,价格过高,2025-10-15 02:36:54
328,5844715,5829277,498.0,价格过高,2025-10-15 02:37:00
329,5829277,5813219,518.0,价格过高,2025-10-15 02:37:06
330,5813219,5800261,418.0,购买成功(200x5),2025-10-15 02:37:14
331,5527461,5512953,468.0,价格过高,2025-10-15 02:37:20
332,5512953,5496585,528.0,价格过高,2025-10-15 02:37:27
333,5496585,5480527,518.0,价格过高,2025-10-15 02:37:33
334,5480527,5467569,418.0,购买成功(200x5),2025-10-15 02:37:41
335,5216769,5202261,468.0,价格过高,2025-10-15 02:37:47
336,5202261,5186173,519.0,价格过高,2025-10-15 02:37:53
337,5186173,5171665,468.0,价格过高,2025-10-15 02:37:59
338,5171665,5155607,518.0,价格过高,2025-10-15 02:38:08
339,5155607,5141099,468.0,价格过高,2025-10-15 02:38:14
340,5141099,5128451,408.0,购买成功(200x5),2025-10-15 02:38:22
341,4839651,4827003,408.0,购买成功(200x5),2025-10-15 02:38:30
342,4548203,4532145,518.0,价格过高,2025-10-15 02:38:36
343,4532145,4516087,518.0,价格过高,2025-10-15 02:38:43
344,4516087,4501579,468.0,价格过高,2025-10-15 02:38:49
345,4501579,4488311,428.0,购买成功(200x5),2025-10-15 02:38:59
346,4231511,4215143,528.0,价格过高,2025-10-15 02:39:06
347,4215143,4198775,528.0,价格过高,2025-10-15 02:39:12
348,4198775,4185507,428.0,购买成功(200x5),2025-10-15 02:39:20
349,3912557,3898049,468.0,价格过高,2025-10-15 02:39:26
350,3898049,3883541,468.0,价格过高,2025-10-15 02:39:32
351,3883541,3868413,488.0,价格过高,2025-10-15 02:39:38
352,3868413,3853905,468.0,价格过高,2025-10-15 02:39:44
353,3853905,3839397,468.0,价格过高,2025-10-15 02:39:51
354,3839397,3824269,488.0,价格过高,2025-10-15 02:39:57
355,3824269,3809761,468.0,价格过高,2025-10-15 02:40:03
356,3809761,3793703,518.0,价格过高,2025-10-15 02:40:09
357,3793703,3778575,488.0,价格过高,2025-10-15 02:40:15
358,3778575,3763447,488.0,价格过高,2025-10-15 02:40:21
359,3763447,3750179,428.0,购买成功(200x5),2025-10-15 02:40:29
360,3472439,3456381,518.0,价格过高,2025-10-15 02:40:36
361,3456381,3440323,518.0,价格过高,2025-10-15 02:40:42
362,3440323,3425195,488.0,价格过高,2025-10-15 02:40:48
363,3425195,3411617,438.0,购买成功(200x5),2025-10-15 02:40:56
364,3324017,3311069,417.7,购买成功(200x5),2025-10-15 02:41:04
365,3311069,3295941,488.0,价格过高,2025-10-15 02:41:10
366,3295941,3279883,518.0,价格过高,2025-10-15 02:41:16
367,3279883,3264755,488.0,价格过高,2025-10-15 02:41:22
368,3264755,3252107,408.0,购买成功(200x5),2025-10-15 02:41:30
