检测次数,购买前余额,购买后余额,单价,动作,时间
57,6454934,6439186,508.0,价格过高,2025-10-13 03:17:40
58,6439186,6423438,508.0,价格过高,2025-10-13 03:17:48
59,6423438,6407690,508.0,价格过高,2025-10-13 03:17:54
60,6407690,6391322,528.0,价格过高,2025-10-13 03:18:01
61,6391322,6376194,488.0,价格过高,2025-10-13 03:18:07
62,6376194,6360446,508.0,价格过高,2025-10-13 03:18:13
63,6360446,6344388,518.0,价格过高,2025-10-13 03:18:19
64,6344388,6331430,418.0,购买成功(200x5),2025-10-13 03:18:29
65,6162230,6149272,418.0,购买成功(200x5),2025-10-13 03:18:37
66,5896472,5883514,418.0,购买成功(200x5),2025-10-13 03:18:45
67,5632714,5616966,508.0,价格过高,2025-10-13 03:18:51
68,5616966,5601838,488.0,价格过高,2025-10-13 03:18:57
69,5601838,5587020,478.0,购买成功(200x5),2025-10-13 03:19:07
70,5289020,5273892,488.0,价格过高,2025-10-13 03:19:16
71,5273892,5258764,488.0,价格过高,2025-10-13 03:19:22
72,5258764,5243946,478.0,购买成功(200x5),2025-10-13 03:19:30
73,4969146,4954018,488.0,价格过高,2025-10-13 03:19:36
74,4954018,4939200,478.0,购买成功(200x5),2025-10-13 03:19:44
75,4652400,4636882,500.6,价格过高,2025-10-13 03:19:50
76,4636882,4622064,478.0,购买成功(200x5),2025-10-13 03:19:57
77,4329264,4314446,478.0,购买成功(200x5),2025-10-13 03:20:08
78,4027046,4012228,478.0,购买成功(200x5),2025-10-13 03:20:16
79,3739428,3726470,418.0,购买成功(200x5),2025-10-13 03:20:23
80,3443670,3428542,488.0,价格过高,2025-10-13 03:20:29
81,3428542,3413414,488.0,价格过高,2025-10-13 03:20:36
82,3413414,3399836,438.0,购买成功(200x5),2025-10-13 03:20:43
83,3216636,3201818,478.0,购买成功(200x5),2025-10-13 03:20:51
84,2915018,2900200,478.0,购买成功(200x5),2025-10-13 03:20:59
85,2621400,2606582,478.0,购买成功(200x5),2025-10-13 03:21:06
86,2315782,2300964,478.0,购买成功(200x5),2025-10-13 03:21:17
87,2006164,1991036,488.0,价格过高,2025-10-13 03:21:23
88,1991036,1975908,488.0,价格过高,2025-10-13 03:21:29
89,1975908,1961090,478.0,购买成功(200x5),2025-10-13 03:21:40
90,1672290,1657472,478.0,购买成功(200x5),2025-10-13 03:21:47
91,1364672,1351094,438.0,购买成功(200x5),2025-10-13 03:21:55
92,1072294,1057166,488.0,价格过高,2025-10-13 03:22:01
93,1057166,1043588,438.0,购买成功(200x5),2025-10-13 03:22:09
94,858388,843260,488.0,价格过高,2025-10-13 03:22:15
95,843260,829682,438.0,购买成功(200x5),2025-10-13 03:22:23
96,566882,551444,498.0,价格过高,2025-10-13 03:22:29
97,551444,536006,498.0,价格过高,2025-10-13 03:22:35
98,536006,520258,508.0,价格过高,2025-10-13 03:22:41
99,520258,506680,438.0,购买成功(200x5),2025-10-13 03:22:49
100,215880,200442,498.0,价格过高,2025-10-13 03:22:55
101,200442,185004,498.0,价格过高,2025-10-13 03:23:01
102,185004,172046,418.0,购买成功(200x5),2025-10-13 03:23:08
