检测次数,购买前余额,购买后余额,单价,动作,时间
1,16962116,16945748,528.0,价格过高,2025-10-13 03:07:52
2,16945748,16930930,478.0,购买成功(200x5),2025-10-13 03:08:01
3,16680130,16667482,408.0,购买成功(200x5),2025-10-13 03:08:09
4,16504282,16491634,408.0,购买成功(200x5),2025-10-13 03:08:21
