检测次数,购买前余额,购买后余额,单价,动作,时间
1,17026348,17009670,538.0,价格过高,2025-10-13 03:07:16
2,17009670,16993302,528.0,价格过高,2025-10-13 03:07:23
3,16993302,16976934,528.0,价格过高,2025-10-13 03:07:30
4,16976934,16962116,478.0,价格过高,2025-10-13 03:07:37
