检测次数,购买前余额,购买后余额,价格差,动作,时间
806,17370374,17369826,548,价格过高,2025-10-13 01:45:22
807,17369826,17369278,548,价格过高,2025-10-13 01:45:29
808,17369278,17368730,548,价格过高,2025-10-13 01:45:36
809,17368730,17368182,548,价格过高,2025-10-13 01:45:43
810,17368182,17367634,548,价格过高,2025-10-13 01:45:50
811,17367634,17367086,548,价格过高,2025-10-13 01:45:57
812,17367086,17366538,548,价格过高,2025-10-13 01:46:04
813,17366538,17365990,548,价格过高,2025-10-13 01:46:12
814,17365990,17365442,548,价格过高,2025-10-13 01:46:19
815,17365442,17364894,548,价格过高,2025-10-13 01:46:26
816,17364894,17364346,548,价格过高,2025-10-13 01:46:33
817,17364346,17363798,548,价格过高,2025-10-13 01:46:40
818,17363798,17363250,548,价格过高,2025-10-13 01:46:47
819,17363250,17362702,548,价格过高,2025-10-13 01:46:54
820,17362702,17362154,548,价格过高,2025-10-13 01:47:01
821,17362154,17361606,548,价格过高,2025-10-13 01:47:08
822,17361606,17361058,548,价格过高,2025-10-13 01:47:15
823,17361058,17360510,548,价格过高,2025-10-13 01:47:25
824,17360510,17359962,548,价格过高,2025-10-13 01:47:32
825,17359962,17359414,548,价格过高,2025-10-13 01:47:39
826,17359414,17358866,548,价格过高,2025-10-13 01:47:46
827,17358866,17358328,538,价格过高,2025-10-13 01:47:56
828,17358328,17357780,548,价格过高,2025-10-13 01:48:03
829,17357780,17357232,548,价格过高,2025-10-13 01:48:13
830,17357232,17356684,548,价格过高,2025-10-13 01:48:20
831,17356684,17356136,548,价格过高,2025-10-13 01:48:27
832,17356136,17355588,548,价格过高,2025-10-13 01:48:34
833,17355588,17355050,538,价格过高,2025-10-13 01:48:41
834,17355050,17354512,538,价格过高,2025-10-13 01:48:48
835,17354512,17353974,538,价格过高,2025-10-13 01:48:55
836,17353974,17353426,548,价格过高,2025-10-13 01:49:05
837,17353426,17352878,548,价格过高,2025-10-13 01:49:12
838,17352878,17352330,548,价格过高,2025-10-13 01:49:19
839,17352330,17351782,548,价格过高,2025-10-13 01:49:27
840,17351782,17351244,538,价格过高,2025-10-13 01:49:34
841,17351244,17350696,548,价格过高,2025-10-13 01:49:43
842,17350696,17350148,548,价格过高,2025-10-13 01:49:50
843,17350148,17349600,548,价格过高,2025-10-13 01:49:58
844,17349600,17349062,538,价格过高,2025-10-13 01:50:05
845,17349062,17348554,508,价格过高,2025-10-13 01:50:12
846,17348554,17348016,538,价格过高,2025-10-13 01:50:19
847,17348016,17347478,538,价格过高,2025-10-13 01:50:26
848,17347478,17346940,538,价格过高,2025-10-13 01:50:33
849,17346940,17346392,548,价格过高,2025-10-13 01:50:40
850,17346392,17345844,548,价格过高,2025-10-13 01:50:47
851,17345844,17345296,548,价格过高,2025-10-13 01:50:57
852,17345296,17344748,548,价格过高,2025-10-13 01:51:04
853,17344748,17344200,548,价格过高,2025-10-13 01:51:11
854,17344200,17343652,548,价格过高,2025-10-13 01:51:18
855,17343652,17343104,548,价格过高,2025-10-13 01:51:25
856,17343104,17342606,498,价格过高,2025-10-13 01:51:32
857,17342606,17342068,538,价格过高,2025-10-13 01:51:39
858,17342068,17341530,538,价格过高,2025-10-13 01:51:46
859,17341530,17340992,538,价格过高,2025-10-13 01:51:54
860,17340992,17340454,538,价格过高,2025-10-13 01:52:01
861,17340454,17339916,538,价格过高,2025-10-13 01:52:08
862,17339916,17339378,538,价格过高,2025-10-13 01:52:18
863,17339378,17338840,538,价格过高,2025-10-13 01:52:25
864,17338840,17338302,538,价格过高,2025-10-13 01:52:32
865,17338302,17337764,538,价格过高,2025-10-13 01:52:39
866,17337764,17337226,538,价格过高,2025-10-13 01:52:46
867,17337226,17336688,538,价格过高,2025-10-13 01:52:53
868,17336688,17336150,538,价格过高,2025-10-13 01:53:00
869,17336150,17335612,538,价格过高,2025-10-13 01:53:07
870,17335612,17335074,538,价格过高,2025-10-13 01:53:14
871,17335074,17334536,538,价格过高,2025-10-13 01:53:21
872,17334536,17333998,538,价格过高,2025-10-13 01:53:28
873,17333998,17333460,538,价格过高,2025-10-13 01:53:35
874,17333460,17332922,538,价格过高,2025-10-13 01:53:42
875,17332922,17332384,538,价格过高,2025-10-13 01:53:50
876,17332384,17331846,538,价格过高,2025-10-13 01:53:57
877,17331846,17331308,538,价格过高,2025-10-13 01:54:04
878,17331308,17330770,538,价格过高,2025-10-13 01:54:11
879,17330770,17330232,538,价格过高,2025-10-13 01:54:18
880,17330232,17329694,538,价格过高,2025-10-13 01:54:25
881,17329694,17329156,538,价格过高,2025-10-13 01:54:32
882,17329156,17328618,538,价格过高,2025-10-13 01:54:39
883,17328618,17328080,538,价格过高,2025-10-13 01:54:46
884,17328080,17327532,548,价格过高,2025-10-13 01:54:53
885,17327532,17326984,548,价格过高,2025-10-13 01:55:00
886,17326984,17326436,548,价格过高,2025-10-13 01:55:07
887,17326436,17325888,548,价格过高,2025-10-13 01:55:14
888,17325888,17325340,548,价格过高,2025-10-13 01:55:21
889,17325340,17324792,548,价格过高,2025-10-13 01:55:29
890,17324792,17324244,548,价格过高,2025-10-13 01:55:38
891,17324244,17323696,548,价格过高,2025-10-13 01:55:45
892,17323696,17323148,548,价格过高,2025-10-13 01:55:52
893,17323148,17322600,548,价格过高,2025-10-13 01:56:00
894,17322600,17322052,548,价格过高,2025-10-13 01:56:07
895,17322052,17321514,538,价格过高,2025-10-13 01:56:14
896,17321514,17320966,548,价格过高,2025-10-13 01:56:21
897,17320966,17320418,548,价格过高,2025-10-13 01:56:28
898,17320418,17319870,548,价格过高,2025-10-13 01:56:35
899,17319870,17319332,538,价格过高,2025-10-13 01:56:42
900,17319332,17318784,548,价格过高,2025-10-13 01:56:49
901,17318784,17318236,548,价格过高,2025-10-13 01:56:56
902,17318236,17317688,548,价格过高,2025-10-13 01:57:03
903,17317688,17317140,548,价格过高,2025-10-13 01:57:10
904,17317140,17316592,548,价格过高,2025-10-13 01:57:17
905,17316592,17316054,538,价格过高,2025-10-13 01:57:24
906,17316054,17315516,538,价格过高,2025-10-13 01:57:32
907,17315516,17314978,538,价格过高,2025-10-13 01:57:39
908,17314978,17314440,538,价格过高,2025-10-13 01:57:48
909,17314440,17313902,538,价格过高,2025-10-13 01:57:56
910,17313902,17313364,538,价格过高,2025-10-13 01:58:03
911,17313364,17312826,538,价格过高,2025-10-13 01:58:10
912,17312826,17312288,538,价格过高,2025-10-13 01:58:17
913,17312288,17311750,538,价格过高,2025-10-13 01:58:24
914,17311750,17311212,538,价格过高,2025-10-13 01:58:31
915,17311212,17310674,538,价格过高,2025-10-13 01:58:38
916,17310674,17310136,538,价格过高,2025-10-13 01:58:45
917,17310136,17309598,538,价格过高,2025-10-13 01:58:52
918,17309598,17309050,548,价格过高,2025-10-13 01:59:02
919,17309050,17308502,548,价格过高,2025-10-13 01:59:09
920,17308502,17307964,538,价格过高,2025-10-13 01:59:16
921,17307964,17307416,548,价格过高,2025-10-13 01:59:26
922,17307416,17306868,548,价格过高,2025-10-13 01:59:33
923,17306868,17306320,548,价格过高,2025-10-13 01:59:40
924,17306320,17305772,548,价格过高,2025-10-13 01:59:47
925,17305772,17305234,538,价格过高,2025-10-13 01:59:54
926,17305234,17304696,538,价格过高,2025-10-13 02:00:01
927,17304696,17304168,528,价格过高,2025-10-13 02:00:08
928,17304168,17303630,538,价格过高,2025-10-13 02:00:15
929,17303630,17303092,538,价格过高,2025-10-13 02:00:22
930,17303092,17302544,548,价格过高,2025-10-13 02:00:30
931,17302544,17302006,538,价格过高,2025-10-13 02:00:37
932,17302006,17301458,548,价格过高,2025-10-13 02:00:46
933,17301458,17300910,548,价格过高,2025-10-13 02:00:54
934,17300910,17300372,538,价格过高,2025-10-13 02:01:01
935,17300372,17299824,548,价格过高,2025-10-13 02:01:08
936,17299824,17299276,548,价格过高,2025-10-13 02:01:15
937,17299276,17298748,528,价格过高,2025-10-13 02:01:22
938,17298748,17298200,548,价格过高,2025-10-13 02:01:29
939,17298200,17297652,548,价格过高,2025-10-13 02:01:36
940,17297652,17297104,548,价格过高,2025-10-13 02:01:43
941,17297104,17296566,538,价格过高,2025-10-13 02:01:50
942,17296566,17296028,538,价格过高,2025-10-13 02:01:57
943,17296028,17295480,548,价格过高,2025-10-13 02:02:04
944,17295480,17294982,498,价格过高,2025-10-13 02:02:11
945,17294982,17294444,538,价格过高,2025-10-13 02:02:18
946,17294444,17293906,538,价格过高,2025-10-13 02:02:26
947,17293906,17293358,548,价格过高,2025-10-13 02:02:33
948,17293358,17292810,548,价格过高,2025-10-13 02:02:40
949,17292810,17292262,548,价格过高,2025-10-13 02:02:47
950,17292262,17291714,548,价格过高,2025-10-13 02:02:57
951,17291714,17291166,548,价格过高,2025-10-13 02:03:04
952,17291166,17290618,548,价格过高,2025-10-13 02:03:11
953,17290618,17290070,548,价格过高,2025-10-13 02:03:18
954,17290070,17289522,548,价格过高,2025-10-13 02:03:25
955,17289522,17288974,548,价格过高,2025-10-13 02:03:32
956,17288974,17288426,548,价格过高,2025-10-13 02:03:39
957,17288426,17287878,548,价格过高,2025-10-13 02:03:46
958,17287878,17287330,548,价格过高,2025-10-13 02:03:53
959,17287330,17286782,548,价格过高,2025-10-13 02:04:00
960,17286782,17286254,528,价格过高,2025-10-13 02:04:07
961,17286254,17285706,548,价格过高,2025-10-13 02:04:14
962,17285706,17285158,548,价格过高,2025-10-13 02:04:21
963,17285158,17284620,538,价格过高,2025-10-13 02:04:29
964,17284620,17284072,548,价格过高,2025-10-13 02:04:36
965,17284072,17283534,538,价格过高,2025-10-13 02:04:43
966,17283534,17282996,538,价格过高,2025-10-13 02:04:50
967,17282996,17282448,548,价格过高,2025-10-13 02:04:57
968,17282448,17281900,548,价格过高,2025-10-13 02:05:04
969,17281900,17281362,538,价格过高,2025-10-13 02:05:11
970,17281362,17280824,538,价格过高,2025-10-13 02:05:18
971,17280824,17280286,538,价格过高,2025-10-13 02:05:25
972,17280286,17279738,548,价格过高,2025-10-13 02:05:32
973,17279738,17279270,468,价格过高,2025-10-13 02:05:39
974,17279270,17278722,548,价格过高,2025-10-13 02:05:46
975,17278722,17278174,548,价格过高,2025-10-13 02:05:53
976,17278174,17277636,538,价格过高,2025-10-13 02:06:00
977,17277636,17277098,538,价格过高,2025-10-13 02:06:08
978,17277098,17276560,538,价格过高,2025-10-13 02:06:15
979,17276560,17276022,538,价格过高,2025-10-13 02:06:22
980,17276022,17275474,548,价格过高,2025-10-13 02:06:29
981,17275474,17274926,548,价格过高,2025-10-13 02:06:36
982,17274926,17274378,548,价格过高,2025-10-13 02:06:43
983,17274378,17273830,548,价格过高,2025-10-13 02:06:50
984,17273830,17273292,538,价格过高,2025-10-13 02:06:57
985,17273292,17272794,498,价格过高,2025-10-13 02:07:04
986,17272794,17272246,548,价格过高,2025-10-13 02:07:11
987,17272246,17271708,538,价格过高,2025-10-13 02:07:18
988,17271708,17271170,538,价格过高,2025-10-13 02:07:25
989,17271170,17270622,548,价格过高,2025-10-13 02:07:32
990,17270622,17270074,548,价格过高,2025-10-13 02:07:40
991,17270074,17269526,548,价格过高,2025-10-13 02:07:47
992,17269526,17268968,558,价格过高,2025-10-13 02:07:54
993,17268968,17268410,558,价格过高,2025-10-13 02:08:01
994,17268410,17267852,558,价格过高,2025-10-13 02:08:08
995,17267852,17267304,548,价格过高,2025-10-13 02:08:15
996,17267304,17266746,558,价格过高,2025-10-13 02:08:22
997,17266746,17266188,558,价格过高,2025-10-13 02:08:29
998,17266188,17265640,548,价格过高,2025-10-13 02:08:36
999,17265640,17265092,548,价格过高,2025-10-13 02:08:43
1000,17265092,17264544,548,价格过高,2025-10-13 02:08:50
1001,17264544,17263996,548,价格过高,2025-10-13 02:08:57
1002,17263996,17263448,548,价格过高,2025-10-13 02:09:04
1003,17263448,17262900,548,价格过高,2025-10-13 02:09:11
1004,17262900,17262342,558,价格过高,2025-10-13 02:09:19
1005,17262342,17261784,558,价格过高,2025-10-13 02:09:26
1006,17261784,17261226,558,价格过高,2025-10-13 02:09:33
1007,17261226,17260678,548,价格过高,2025-10-13 02:09:40
1008,17260678,17260130,548,价格过高,2025-10-13 02:09:47
1009,17260130,17259582,548,价格过高,2025-10-13 02:09:54
1010,17259582,17259034,548,价格过高,2025-10-13 02:10:04
1011,17259034,17258486,548,价格过高,2025-10-13 02:10:11
1012,17258486,17257938,548,价格过高,2025-10-13 02:10:18
1013,17257938,17257390,548,价格过高,2025-10-13 02:10:25
1014,17257390,17256852,538,价格过高,2025-10-13 02:10:32
1015,17256852,17256304,548,价格过高,2025-10-13 02:10:39
1016,17256304,17255756,548,价格过高,2025-10-13 02:10:46
1017,17255756,17255218,538,价格过高,2025-10-13 02:10:53
1018,17255218,17254680,538,价格过高,2025-10-13 02:11:00
1019,17254680,17254132,548,价格过高,2025-10-13 02:11:10
1020,17254132,17253584,548,价格过高,2025-10-13 02:11:17
1021,17253584,17253026,558,价格过高,2025-10-13 02:11:24
1022,17253026,17252478,548,价格过高,2025-10-13 02:11:31
1023,17252478,17251920,558,价格过高,2025-10-13 02:11:38
1024,17251920,17251362,558,价格过高,2025-10-13 02:11:46
1025,17251362,17250814,548,价格过高,2025-10-13 02:11:53
1026,17250814,17250266,548,价格过高,2025-10-13 02:12:00
1027,17250266,17249718,548,价格过高,2025-10-13 02:12:07
1028,17249718,17249170,548,价格过高,2025-10-13 02:12:14
1029,17249170,17248622,548,价格过高,2025-10-13 02:12:21
1030,17248622,17248084,538,价格过高,2025-10-13 02:12:28
1031,17248084,17247536,548,价格过高,2025-10-13 02:12:38
1032,17247536,17246988,548,价格过高,2025-10-13 02:12:45
1033,17246988,17246440,548,价格过高,2025-10-13 02:12:52
1034,17246440,17245892,548,价格过高,2025-10-13 02:12:59
1035,17245892,17245344,548,价格过高,2025-10-13 02:13:06
1036,17245344,17244796,548,价格过高,2025-10-13 02:13:13
1037,17244796,17244248,548,价格过高,2025-10-13 02:13:20
1038,17244248,17243700,548,价格过高,2025-10-13 02:13:27
1039,17243700,17243152,548,价格过高,2025-10-13 02:13:34
1040,17243152,17242604,548,价格过高,2025-10-13 02:13:41
1041,17242604,17242056,548,价格过高,2025-10-13 02:13:51
1042,17242056,17241508,548,价格过高,2025-10-13 02:13:58
1043,17241508,17240960,548,价格过高,2025-10-13 02:14:05
1044,17240960,17240402,558,价格过高,2025-10-13 02:14:13
1045,17240402,17239864,538,价格过高,2025-10-13 02:14:20
1046,17239864,17239326,538,价格过高,2025-10-13 02:14:27
1047,17239326,17238778,548,价格过高,2025-10-13 02:14:34
1048,17238778,17238230,548,价格过高,2025-10-13 02:14:41
1049,17238230,17237692,538,价格过高,2025-10-13 02:14:48
1050,17237692,17237144,548,价格过高,2025-10-13 02:14:58
1051,17237144,17236596,548,价格过高,2025-10-13 02:15:05
1052,17236596,17236048,548,价格过高,2025-10-13 02:15:12
1053,17236048,17235500,548,价格过高,2025-10-13 02:15:19
1054,17235500,17234942,558,价格过高,2025-10-13 02:15:29
1055,17234942,17234384,558,价格过高,2025-10-13 02:15:36
1056,17234384,17233836,548,价格过高,2025-10-13 02:15:43
1057,17233836,17233288,548,价格过高,2025-10-13 02:15:50
1058,17233288,17232740,548,价格过高,2025-10-13 02:15:57
1059,17232740,17232192,548,价格过高,2025-10-13 02:16:04
1060,17232192,17231644,548,价格过高,2025-10-13 02:16:11
1061,17231644,17231096,548,价格过高,2025-10-13 02:16:21
1062,17231096,17230548,548,价格过高,2025-10-13 02:16:28
1063,17230548,17230010,538,价格过高,2025-10-13 02:16:35
1064,17230010,17229462,548,价格过高,2025-10-13 02:16:42
1065,17229462,17228914,548,价格过高,2025-10-13 02:16:49
1066,17228914,17228366,548,价格过高,2025-10-13 02:16:56
1067,17228366,17227818,548,价格过高,2025-10-13 02:17:03
1068,17227818,17227270,548,价格过高,2025-10-13 02:17:11
1069,17227270,17226722,548,价格过高,2025-10-13 02:17:18
1070,17226722,17226174,548,价格过高,2025-10-13 02:17:27
1071,17226174,17225626,548,价格过高,2025-10-13 02:17:35
1072,17225626,17225078,548,价格过高,2025-10-13 02:17:42
1073,17225078,17224530,548,价格过高,2025-10-13 02:17:49
1074,17224530,17223982,548,价格过高,2025-10-13 02:17:56
1075,17223982,17223434,548,价格过高,2025-10-13 02:18:03
1076,17223434,17222896,538,价格过高,2025-10-13 02:18:10
1077,17222896,17222348,548,价格过高,2025-10-13 02:18:17
1078,17222348,17221810,538,价格过高,2025-10-13 02:18:24
1079,17221810,17221272,538,价格过高,2025-10-13 02:18:31
1080,17221272,17220734,538,价格过高,2025-10-13 02:18:38
1081,17220734,17220186,548,价格过高,2025-10-13 02:18:45
1082,17220186,17219648,538,价格过高,2025-10-13 02:18:55
1083,17219648,17219100,548,价格过高,2025-10-13 02:19:02
1084,17219100,17218552,548,价格过高,2025-10-13 02:19:09
1085,17218552,17218014,538,价格过高,2025-10-13 02:19:16
1086,17218014,17217466,548,价格过高,2025-10-13 02:19:26
1087,17217466,17216918,548,价格过高,2025-10-13 02:19:33
1088,17216918,17216380,538,价格过高,2025-10-13 02:19:40
1089,17216380,17215842,538,价格过高,2025-10-13 02:19:47
1090,17215842,17215294,548,价格过高,2025-10-13 02:19:57
1091,17215294,17214746,548,价格过高,2025-10-13 02:20:04
1092,17214746,17214208,538,价格过高,2025-10-13 02:20:11
1093,17214208,17213670,538,价格过高,2025-10-13 02:20:18
1094,17213670,17213122,548,价格过高,2025-10-13 02:20:28
1095,17213122,17212574,548,价格过高,2025-10-13 02:20:35
1096,17212574,17212036,538,价格过高,2025-10-13 02:20:42
1097,17212036,17211498,538,价格过高,2025-10-13 02:20:50
1098,17211498,17210960,538,价格过高,2025-10-13 02:20:57
1099,17210960,17210422,538,价格过高,2025-10-13 02:21:04
1100,17210422,17209874,548,价格过高,2025-10-13 02:21:13
1101,17209874,17209326,548,价格过高,2025-10-13 02:21:21
1102,17209326,17208778,548,价格过高,2025-10-13 02:21:28
1103,17208778,17208240,538,价格过高,2025-10-13 02:21:35
1104,17208240,17207692,548,价格过高,2025-10-13 02:21:45
1105,17207692,17207154,538,价格过高,2025-10-13 02:21:52
1106,17207154,17206606,548,价格过高,2025-10-13 02:21:59
1107,17206606,17206058,548,价格过高,2025-10-13 02:22:06
1108,17206058,17205510,548,价格过高,2025-10-13 02:22:13
1109,17205510,17204962,548,价格过高,2025-10-13 02:22:20
1110,17204962,17204414,548,价格过高,2025-10-13 02:22:27
1111,17204414,17203866,548,价格过高,2025-10-13 02:22:34
1112,17203866,17203318,548,价格过高,2025-10-13 02:22:41
1113,17203318,17202770,548,价格过高,2025-10-13 02:22:48
1114,17202770,17202232,538,价格过高,2025-10-13 02:22:55
1115,17202232,17201694,538,价格过高,2025-10-13 02:23:02
1116,17201694,17201146,548,价格过高,2025-10-13 02:23:09
1117,17201146,17200608,538,价格过高,2025-10-13 02:23:17
1118,17200608,17200060,548,价格过高,2025-10-13 02:23:24
1119,17200060,17199512,548,价格过高,2025-10-13 02:23:31
1120,17199512,17198964,548,价格过高,2025-10-13 02:23:38
1121,17198964,17198416,548,价格过高,2025-10-13 02:23:45
1122,17198416,17197868,548,价格过高,2025-10-13 02:23:52
1123,17197868,17197320,548,价格过高,2025-10-13 02:23:59
1124,17197320,17196772,548,价格过高,2025-10-13 02:24:06
1125,17196772,17196224,548,价格过高,2025-10-13 02:24:13
1126,17196224,17195676,548,价格过高,2025-10-13 02:24:20
1127,17195676,17195128,548,价格过高,2025-10-13 02:24:27
1128,17195128,17194580,548,价格过高,2025-10-13 02:24:34
1129,17194580,17194032,548,价格过高,2025-10-13 02:24:41
1130,17194032,17193494,538,价格过高,2025-10-13 02:24:48
1131,17193494,17192946,548,价格过高,2025-10-13 02:24:56
1132,17192946,17192448,498,价格过高,2025-10-13 02:25:03
1133,17192448,17191950,498,价格过高,2025-10-13 02:25:10
1134,17191950,17191402,548,价格过高,2025-10-13 02:25:17
1135,17191402,17190864,538,价格过高,2025-10-13 02:25:24
1136,17190864,17190326,538,价格过高,2025-10-13 02:25:31
1137,17190326,17189788,538,价格过高,2025-10-13 02:25:38
1138,17189788,17189250,538,价格过高,2025-10-13 02:25:45
1139,17189250,17188702,548,价格过高,2025-10-13 02:25:55
1140,17188702,17188154,548,价格过高,2025-10-13 02:26:02
1141,17188154,17187606,548,价格过高,2025-10-13 02:26:09
1142,17187606,17187058,548,价格过高,2025-10-13 02:26:16
1143,17187058,17186510,548,价格过高,2025-10-13 02:26:23
1144,17186510,17185962,548,价格过高,2025-10-13 02:26:30
1145,17185962,17185414,548,价格过高,2025-10-13 02:26:37
1146,17185414,17184866,548,价格过高,2025-10-13 02:26:44
1147,17184866,17184318,548,价格过高,2025-10-13 02:26:52
1148,17184318,17183770,548,价格过高,2025-10-13 02:26:59
1149,17183770,17183262,508,价格过高,2025-10-13 02:27:06
1150,17183262,17182714,548,价格过高,2025-10-13 02:27:13
1151,17182714,17182166,548,价格过高,2025-10-13 02:27:20
1152,17182166,17181618,548,价格过高,2025-10-13 02:27:27
1153,17181618,17181070,548,价格过高,2025-10-13 02:27:34
1154,17181070,17180522,548,价格过高,2025-10-13 02:27:41
1155,17180522,17179974,548,价格过高,2025-10-13 02:27:51
1156,17179974,17179426,548,价格过高,2025-10-13 02:27:58
1157,17179426,17178878,548,价格过高,2025-10-13 02:28:05
1158,17178878,17178340,538,价格过高,2025-10-13 02:28:12
1159,17178340,17177802,538,价格过高,2025-10-13 02:28:19
1160,17177802,17177264,538,价格过高,2025-10-13 02:28:26
1161,17177264,17176716,548,价格过高,2025-10-13 02:28:33
1162,17176716,17176178,538,价格过高,2025-10-13 02:28:40
1163,17176178,17175640,538,价格过高,2025-10-13 02:28:47
1164,17175640,17175102,538,价格过高,2025-10-13 02:28:55
1165,17175102,17174564,538,价格过高,2025-10-13 02:29:02
1166,17174564,17174096,468,价格过高,2025-10-13 02:29:09
1167,17174096,17173558,538,价格过高,2025-10-13 02:29:16
1168,17173558,17173020,538,价格过高,2025-10-13 02:29:23
1169,17173020,17172482,538,价格过高,2025-10-13 02:29:30
1170,17172482,17171944,538,价格过高,2025-10-13 02:29:37
1171,17171944,17171406,538,价格过高,2025-10-13 02:29:44
1172,17171406,17170868,538,价格过高,2025-10-13 02:29:51
1173,17170868,17170330,538,价格过高,2025-10-13 02:29:58
1174,17170330,17169792,538,价格过高,2025-10-13 02:30:05
1175,17169792,17169254,538,价格过高,2025-10-13 02:30:12
1176,17169254,17168716,538,价格过高,2025-10-13 02:30:19
1177,17168716,17168168,548,价格过高,2025-10-13 02:30:27
1178,17168168,17167620,548,价格过高,2025-10-13 02:30:34
1179,17167620,17167072,548,价格过高,2025-10-13 02:30:43
1180,17167072,17166524,548,价格过高,2025-10-13 02:30:50
1181,17166524,17165986,538,价格过高,2025-10-13 02:30:58
1182,17165986,17165448,538,价格过高,2025-10-13 02:31:05
1183,17165448,17164910,538,价格过高,2025-10-13 02:31:12
1184,17164910,17164372,538,价格过高,2025-10-13 02:31:19
1185,17164372,17163834,538,价格过高,2025-10-13 02:31:26
1186,17163834,17163296,538,价格过高,2025-10-13 02:31:33
1187,17163296,17162758,538,价格过高,2025-10-13 02:31:40
1188,17162758,17162220,538,价格过高,2025-10-13 02:31:47
1189,17162220,17161682,538,价格过高,2025-10-13 02:31:54
1190,17161682,17161144,538,价格过高,2025-10-13 02:32:01
1191,17161144,17160606,538,价格过高,2025-10-13 02:32:08
1192,17160606,17160058,548,价格过高,2025-10-13 02:32:18
1193,17160058,17159510,548,价格过高,2025-10-13 02:32:28
1194,17159510,17158962,548,价格过高,2025-10-13 02:32:35
1195,17158962,17158414,548,价格过高,2025-10-13 02:32:42
1196,17158414,17157866,548,价格过高,2025-10-13 02:32:49
1197,17157866,17157358,508,价格过高,2025-10-13 02:32:56
1198,17157358,17156850,508,价格过高,2025-10-13 02:33:03
1199,17156850,17156302,548,价格过高,2025-10-13 02:33:10
1200,17156302,17155764,538,价格过高,2025-10-13 02:33:17
1201,17155764,17155226,538,价格过高,2025-10-13 02:33:25
1202,17155226,17154688,538,价格过高,2025-10-13 02:33:32
1203,17154688,17154150,538,价格过高,2025-10-13 02:33:41
1204,17154150,17153612,538,价格过高,2025-10-13 02:33:49
1205,17153612,17153074,538,价格过高,2025-10-13 02:33:56
1206,17153074,17152526,548,价格过高,2025-10-13 02:34:03
1207,17152526,17151978,548,价格过高,2025-10-13 02:34:10
1208,17151978,17151440,538,价格过高,2025-10-13 02:34:17
1209,17151440,17150902,538,价格过高,2025-10-13 02:34:24
1210,17150902,17150354,548,价格过高,2025-10-13 02:34:31
1211,17150354,17149816,538,价格过高,2025-10-13 02:34:38
1212,17149816,17149278,538,价格过高,2025-10-13 02:34:45
1213,17149278,17148740,538,价格过高,2025-10-13 02:34:52
1214,17148740,17148202,538,价格过高,2025-10-13 02:34:59
1215,17148202,17147664,538,价格过高,2025-10-13 02:35:09
1216,17147664,17147126,538,价格过高,2025-10-13 02:35:16
1217,17147126,17146588,538,价格过高,2025-10-13 02:35:23
1218,17146588,17146050,538,价格过高,2025-10-13 02:35:30
1219,17146050,17145562,488,价格过高,2025-10-13 02:35:37
1220,17145562,17145024,538,价格过高,2025-10-13 02:35:44
1221,17145024,17144486,538,价格过高,2025-10-13 02:35:52
1222,17144486,17143948,538,价格过高,2025-10-13 02:35:59
1223,17143948,17143410,538,价格过高,2025-10-13 02:36:06
1224,17143410,17142872,538,价格过高,2025-10-13 02:36:13
1225,17142872,17142334,538,价格过高,2025-10-13 02:36:23
1226,17142334,17141796,538,价格过高,2025-10-13 02:36:30
1227,17141796,17141258,538,价格过高,2025-10-13 02:36:37
1228,17141258,17140720,538,价格过高,2025-10-13 02:36:44
1229,17140720,17140182,538,价格过高,2025-10-13 02:36:51
1230,17140182,17139644,538,价格过高,2025-10-13 02:36:58
1231,17139644,17139106,538,价格过高,2025-10-13 02:37:05
1232,17139106,17138568,538,价格过高,2025-10-13 02:37:12
1233,17138568,17138030,538,价格过高,2025-10-13 02:37:19
1234,17138030,17137492,538,价格过高,2025-10-13 02:37:26
1235,17137492,17136954,538,价格过高,2025-10-13 02:37:33
1236,17136954,17136416,538,价格过高,2025-10-13 02:37:40
1237,17136416,17135878,538,价格过高,2025-10-13 02:37:48
1238,17135878,17135340,538,价格过高,2025-10-13 02:37:55
1239,17135340,17134802,538,价格过高,2025-10-13 02:38:02
1240,17134802,17134264,538,价格过高,2025-10-13 02:38:09
1241,17134264,17133726,538,价格过高,2025-10-13 02:38:16
1242,17133726,17133198,528,价格过高,2025-10-13 02:38:23
1243,17133198,17132660,538,价格过高,2025-10-13 02:38:30
1244,17132660,17132122,538,价格过高,2025-10-13 02:38:37
1245,17132122,17131584,538,价格过高,2025-10-13 02:38:44
1246,17131584,17131046,538,价格过高,2025-10-13 02:38:51
1247,17131046,17130508,538,价格过高,2025-10-13 02:38:58
1248,17130508,17129970,538,价格过高,2025-10-13 02:39:05
1249,17129970,17129432,538,价格过高,2025-10-13 02:39:12
1250,17129432,17128894,538,价格过高,2025-10-13 02:39:19
1251,17128894,17128356,538,价格过高,2025-10-13 02:39:27
1252,17128356,17127818,538,价格过高,2025-10-13 02:39:36
1253,17127818,17127290,528,价格过高,2025-10-13 02:39:43
1254,17127290,17126752,538,价格过高,2025-10-13 02:39:51
1255,17126752,17126214,538,价格过高,2025-10-13 02:39:58
1256,17126214,17125676,538,价格过高,2025-10-13 02:40:05
1257,17125676,17125138,538,价格过高,2025-10-13 02:40:12
1258,17125138,17124600,538,价格过高,2025-10-13 02:40:19
1259,17124600,17124062,538,价格过高,2025-10-13 02:40:26
1260,17124062,17123524,538,价格过高,2025-10-13 02:40:33
1261,17123524,17122986,538,价格过高,2025-10-13 02:40:40
1262,17122986,17122448,538,价格过高,2025-10-13 02:40:47
